LineId,LogId,Node,Component,State,Time,Flag,Content,template,template_num
339,2570007,node-D7,clusterfilesystem,clusterfilesystem.not_served,1074121911,1,ClusterFileSystem: ServerFileSystem domain root10_domain is no longer served by node node-224,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
340,2571489,node-D3,clusterfilesystem,clusterfilesystem.not_served,1074124407,1,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-96,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
341,2572034,node-D0,clusterfilesystem,clusterfilesystem.not_served,1074125608,1,ClusterFileSystem: ServerFileSystem domain root30_domain is no longer served by node node-0,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
342,2572991,node-D1,clusterfilesystem,clusterfilesystem.not_served,1074129956,1,ClusterFileSystem: ServerFileSystem domain root26_domain is no longer served by node node-57,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
343,2589848,node-D0,clusterfilesystem,clusterfilesystem.not_served,1074257445,1,ClusterFileSystem: ServerFileSystem domain root29_local is no longer served by node node-28,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
344,2589995,node-D0,clusterfilesystem,clusterfilesystem.not_served,1074257629,1,ClusterFileSystem: ServerFileSystem domain root12_domain is no longer served by node node-11,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
345,37555,node-D6,clusterfilesystem,clusterfilesystem.not_served,1076533718,1,ClusterFileSystem: ServerFileSystem domain root5_domain is no longer served by node node-196,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
346,36350,node-D5,clusterfilesystem,clusterfilesystem.not_served,1076533356,1,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-187,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
347,69304,node-D7,clusterfilesystem,clusterfilesystem.not_served,1076959081,1,ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-228,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
348,156291,node-D7,clusterfilesystem,clusterfilesystem.not_served,1077864767,1,ClusterFileSystem: ServerFileSystem domain storage1422 is no longer served by node node-245,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
349,156587,node-D0,clusterfilesystem,clusterfilesystem.not_served,1077865593,1,ClusterFileSystem: ServerFileSystem domain storage343 is no longer served by node node-11,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
350,159914,node-D3,clusterfilesystem,clusterfilesystem.not_served,1077875435,1,ClusterFileSystem: ServerFileSystem domain root19_domain is no longer served by node node-114,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
351,160172,node-D2,clusterfilesystem,clusterfilesystem.not_served,1077875490,1,ClusterFileSystem: ServerFileSystem domain root14_local is no longer served by node node-77,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
352,160413,node-D1,clusterfilesystem,clusterfilesystem.not_served,1077875542,1,ClusterFileSystem: ServerFileSystem domain root6_domain is no longer served by node node-37,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
353,209092,node-D0,clusterfilesystem,clusterfilesystem.not_served,1078438019,1,ClusterFileSystem: ServerFileSystem domain storage534 is no longer served by node node-18,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
354,253842,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079069186,1,ClusterFileSystem: ServerFileSystem domain root12_tmp is no longer served by node node-11,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
355,253687,node-D5,clusterfilesystem,clusterfilesystem.not_served,1079069131,1,ClusterFileSystem: ServerFileSystem domain root23_local is no longer served by node node-182,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
356,254062,node-D1,clusterfilesystem,clusterfilesystem.not_served,1079069211,1,ClusterFileSystem: ServerFileSystem domain root14_tmp is no longer served by node node-45,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
357,252335,node-D0,clusterfilesystem,clusterfilesystem.not_served,1079068559,1,ClusterFileSystem: ServerFileSystem domain storage211 is no longer served by node node-4,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
358,305331,node-D5,clusterfilesystem,clusterfilesystem.not_served,1082036035,1,ClusterFileSystem: ServerFileSystem domain root8_domain is no longer served by node node-167,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
359,304677,node-D6,clusterfilesystem,clusterfilesystem.not_served,1082035793,1,ClusterFileSystem: ServerFileSystem domain root25_local is no longer served by node node-216,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
360,182781,node-D5,clusterfilesystem,clusterfilesystem.not_served,1114854715,1,ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-160,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
361,190287,node-D4,clusterfilesystem,clusterfilesystem.not_served,1115830055,1,ClusterFileSystem: ServerFileSystem domain root_domain is no longer served by node node-128,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
362,203954,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530480,1,ClusterFileSystem: ServerFileSystem domain root24_local is no longer served by node node-247,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
363,203956,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530480,1,ClusterFileSystem: ServerFileSystem domain root18_tmp is no longer served by node node-241,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
364,204008,node-D7,clusterfilesystem,clusterfilesystem.not_served,1116530487,1,ClusterFileSystem: ServerFileSystem domain root17_domain is no longer served by node node-240,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
365,218198,node-D0,clusterfilesystem,clusterfilesystem.not_served,1117056658,1,ClusterFileSystem: ServerFileSystem domain sc_cluster_backup is no longer served by node node-0,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
366,280288,node-D6,clusterfilesystem,clusterfilesystem.not_served,1120297769,1,ClusterFileSystem: ServerFileSystem domain cluster_usr_backup is no longer served by node node-192,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
367,19318,node-D7,clusterfilesystem,clusterfilesystem.not_served,1124532600,1,ClusterFileSystem: ServerFileSystem domain cluster_var_backup is no longer served by node node-224,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
368,72165,node-D3,clusterfilesystem,clusterfilesystem.not_served,1127045031,1,ClusterFileSystem: ServerFileSystem domain root1_tmp_backup is no longer served by node node-96,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
369,197958,node-D3,clusterfilesystem,clusterfilesystem.not_served,1131282056,1,ClusterFileSystem: ServerFileSystem domain root1_domain_backup is no longer served by node node-96,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
370,226890,node-D6,clusterfilesystem,clusterfilesystem.not_served,1132171167,1,ClusterFileSystem: ServerFileSystem domain root28_domain is no longer served by node node-219,"['clusterfilesystem:', 'serverfilesystem', 'domain', ' <*>', 'is', 'no', 'longer', 'served', 'by', 'node', ' <*>']",E28
371,2286759,full,partition,status,1061219795,-1,running,"['370', 'running', [...], 'E36']",E36
372,2274013,full,partition,status,1060340885,-1,running,"['371', 'running', [...], 'E36']",E36
373,2556866,full,partition,status,1072881064,1,running,"['372', 'running', [...], 'E36']",E36
374,2279427,full,partition,status,1060773635,-1,running,"['373', 'running', [...], 'E36']",E36
375,2279283,full,partition,status,1060744865,-1,running,"['374', 'running', [...], 'E36']",E36
376,2273811,full,partition,status,1060324505,-1,running,"['375', 'running', [...], 'E36']",E36
377,2272849,full,partition,status,1060239078,-1,running,"['376', 'running', [...], 'E36']",E36
378,2561542,full,partition,status,1073427660,1,blocked,"['377', 'blocked', [...], 'E37']",E37
379,2561161,full,partition,status,1073359530,1,blocked,"['378', 'blocked', [...], 'E37']",E37
380,2313012,full,partition,status,1061552195,-1,running,"['379', 'running', [...], 'E36']",E36
381,2277349,full,partition,status,1060507389,-1,running,"['380', 'running', [...], 'E36']",E36
382,2567354,node-147,node,status,1074098611,1,not responding,"['not', 'responding']",E33
383,2567461,node-C0,domain,status,1074098612,1,not responding,"['not', 'responding']",E33
384,2567534,node-97,node,status,1074098640,1,configured out,"['configured', 'out']",E34
385,2579921,node-140,node,status,1074216940,1,running,"['384', 'running', [...], 'E36']",E36
386,2579951,node-170,node,status,1074216940,1,running,"['385', 'running', [...], 'E36']",E36
387,2580020,node-239,node,status,1074216940,1,running,"['386', 'running', [...], 'E36']",E36
388,2580712,node-100,node,status,1074217199,1,not responding,"['not', 'responding']",E33
389,2581412,node-211,node,status,1074217360,1,not responding,"['not', 'responding']",E33
390,2590658,node-123,node,status,1074262967,1,running,"['389', 'running', [...], 'E36']",E36
391,2595860,node-46,node,status,1074288846,1,not responding,"['not', 'responding']",E33
392,2596116,node-185,node,status,1074289057,1,not responding,"['not', 'responding']",E33
393,2596202,node-216,node,status,1074289110,1,configured out,"['configured', 'out']",E34
394,2596232,node-239,node,status,1074289147,1,not responding,"['not', 'responding']",E33
395,2287804,full,partition,status,1061267556,-1,running,"['394', 'running', [...], 'E36']",E36
396,2271403,full,partition,status,1060163570,-1,running,"['395', 'running', [...], 'E36']",E36
397,2608517,full,partition,status,1074462770,1,running,"['396', 'running', [...], 'E36']",E36
398,2590751,node-216,node,status,1074262967,1,running,"['397', 'running', [...], 'E36']",E36
399,2595682,node-12,node,status,1074288817,1,not responding,"['not', 'responding']",E33
400,2596033,node-131,node,status,1074288991,1,not responding,"['not', 'responding']",E33
401,2596168,node-211,node,status,1074289105,1,not responding,"['not', 'responding']",E33
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,"['inconsistent', 'nodesets', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>']",E25
403,2601823,node-49,node,status,1074298784,1,running,"['402', 'running', [...], 'E36']",E36
404,2601830,node-56,node,status,1074298784,1,running,"['403', 'running', [...], 'E36']",E36
405,2601896,node-122,node,status,1074298784,0,running,"['404', 'running', [...], 'E36']",E36
406,2601953,node-144,node,status,1074299123,1,running,"['405', 'running', [...], 'E36']",E36
407,2602004,node-195,node,status,1074299123,1,running,"['406', 'running', [...], 'E36']",E36
408,41982,node-202,node,status,1076539387,1,running,"['407', 'running', [...], 'E36']",E36
409,41798,node-17,node,status,1076539387,1,running,"['408', 'running', [...], 'E36']",E36
410,35712,node-71,node,status,1076533037,1,configured out,"['configured', 'out']",E34
411,44677,node-112,node,status,1076542145,1,running,"['410', 'running', [...], 'E36']",E36
412,45685,node-109,node,status,1076544000,1,active,"['411', 'active', [...], 'E38']",E38
413,47692,node-161,node,status,1076615678,1,configured out,"['configured', 'out']",E34
414,47913,node-163,node,status,1076619203,1,running,"['413', 'running', [...], 'E36']",E36
415,47952,node-202,node,status,1076619203,1,running,"['414', 'running', [...], 'E36']",E36
416,54740,node-238,node,status,1076837827,1,configured out,"['configured', 'out']",E34
417,80830,node-65,node,status,1077321390,1,configured out,"['configured', 'out']",E34
418,77067,node-35,node,status,1077215250,1,configured out,"['configured', 'out']",E34
419,76769,node-61,node,status,1077207138,1,running,"['418', 'running', [...], 'E36']",E36
420,76110,node-37,node,status,1077204510,1,configured out,"['configured', 'out']",E34
421,57489,node-27,node,status,1076864329,1,not responding,"['not', 'responding']",E33
422,114954,node-206,node,status,1077744705,1,running,"['421', 'running', [...], 'E36']",E36
423,114862,node-114,node,status,1077744705,1,running,"['422', 'running', [...], 'E36']",E36
424,100995,node-22,node,status,1077723931,1,configured out,"['configured', 'out']",E34
425,100947,node-87,node,status,1077723931,1,not responding,"['not', 'responding']",E33
426,100048,node-215,node,status,1077649605,1,running,"['425', 'running', [...], 'E36']",E36
427,90661,node-61,node,status,1077630630,1,configured out,"['configured', 'out']",E34
428,135341,node-225,node,status,1077805320,1,not responding,"['not', 'responding']",E33
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,"['inconsistent', 'nodesets', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>', ' <*>', ' <*>', '<ok>']",E25
430,172472,node-100,node,status,1077891510,1,configured out,"['configured', 'out']",E34
431,172572,node-168,node,status,1077891560,1,not responding,"['not', 'responding']",E33
432,178780,node-147,node,status,1077897241,0,running,"['431', 'running', [...], 'E36']",E36
433,182635,node-44,node,status,1077901440,1,configured out,"['configured', 'out']",E34
434,182754,node-109,node,status,1077901531,1,configured out,"['configured', 'out']",E34
435,182817,node-143,node,status,1077901590,1,configured out,"['configured', 'out']",E34
436,182920,node-218,node,status,1077901649,1,not responding,"['not', 'responding']",E33
437,182943,node-212,node,status,1077901650,0,configured out,"['configured', 'out']",E34
438,222217,node-204,node,status,1078490191,1,configured out,"['configured', 'out']",E34
439,178781,node-148,node,status,1077897241,1,running,"['438', 'running', [...], 'E36']",E36
440,219135,node-99,node,status,1078470966,1,running,"['439', 'running', [...], 'E36']",E36
441,219117,node-81,node,status,1078470966,1,running,"['440', 'running', [...], 'E36']",E36
442,212764,node-120,node,status,1078465560,1,configured out,"['configured', 'out']",E34
443,212647,node-60,node,status,1078465470,1,configured out,"['configured', 'out']",E34
444,212610,node-49,node,status,1078465457,1,not responding,"['not', 'responding']",E33
445,212601,node-40,node,status,1078465457,1,not responding,"['not', 'responding']",E33
446,205653,node-175,node,status,1078406503,1,configured out,"['configured', 'out']",E34
447,200920,node-165,node,status,1078122733,1,running,"['446', 'running', [...], 'E36']",E36
448,199728,node-186,node,status,1078118432,1,configured out,"['configured', 'out']",E34
449,199720,node-178,node,status,1078118432,1,configured out,"['configured', 'out']",E34
450,264741,node-209,node,status,1079261513,0,running,"['449', 'running', [...], 'E36']",E36
451,264527,node-159,node,status,1079259783,1,not responding,"['not', 'responding']",E33
452,264395,node-196,node,status,1079255686,1,active,"['451', 'active', [...], 'E38']",E38
453,264038,full,partition,status,1079249252,1,running,"['452', 'running', [...], 'E36']",E36
454,263641,full,partition,status,1079248586,1,running,"['453', 'running', [...], 'E36']",E36
455,263520,node-170,node,status,1079248515,1,configured out,"['configured', 'out']",E34
456,263068,node-173,node,status,1079245564,1,running,"['455', 'running', [...], 'E36']",E36
457,262672,node-36,node,status,1079243476,1,configured out,"['configured', 'out']",E34
458,262650,node-139,node,status,1079243475,1,running,"['457', 'running', [...], 'E36']",E36
459,262432,full,partition,status,1079241153,1,running,"['458', 'running', [...], 'E36']",E36
460,261973,full,partition,status,1079220450,1,blocked,"['459', 'blocked', [...], 'E37']",E37
461,261817,node-89,node,status,1079218683,1,not responding,"['not', 'responding']",E33
462,261699,node-230,node,status,1079218682,1,not responding,"['not', 'responding']",E33
463,261582,node-161,node,status,1079216417,1,running,"['462', 'running', [...], 'E36']",E36
464,261427,node-233,node,status,1079216415,1,not responding,"['not', 'responding']",E33
465,261004,node-25,node,status,1079190995,1,not responding,"['not', 'responding']",E33
466,260472,node-13,node,status,1079143598,1,not responding,"['not', 'responding']",E33
467,260233,node-166,node,status,1079127020,1,running,"['466', 'running', [...], 'E36']",E36
468,260225,node-254,node,status,1079127019,1,running,"['467', 'running', [...], 'E36']",E36
469,260158,node-155,node,status,1079127017,1,running,"['468', 'running', [...], 'E36']",E36
470,260078,node-11,node,status,1079127017,1,not responding,"['not', 'responding']",E33
471,259819,node-212,node,status,1079111625,1,running,"['470', 'running', [...], 'E36']",E36
472,259458,node-30,node,status,1079081093,1,running,"['471', 'running', [...], 'E36']",E36
473,252790,node-229,node,status,1079068924,1,configured out,"['configured', 'out']",E34
474,252605,node-44,node,status,1079068924,1,configured out,"['configured', 'out']",E34
475,250426,node-250,node,status,1079054309,1,running,"['474', 'running', [...], 'E36']",E36
476,250337,node-161,node,status,1079054308,1,running,"['475', 'running', [...], 'E36']",E36
477,244332,node-34,node,status,1079047060,1,not responding,"['not', 'responding']",E33
478,239558,node-164,node,status,1079019273,1,running,"['477', 'running', [...], 'E36']",E36
479,239458,node-64,node,status,1079019273,1,running,"['478', 'running', [...], 'E36']",E36
480,235493,node-D6,domain,status,1079014470,1,not responding,"['not', 'responding']",E33
481,234468,node-203,node,status,1079013901,1,configured out,"['configured', 'out']",E34
482,234328,node-61,node,status,1079013840,1,configured out,"['configured', 'out']",E34
483,234321,node-54,node,status,1079013840,1,configured out,"['configured', 'out']",E34
484,232876,node-144,node,status,1079011232,1,configured out,"['configured', 'out']",E34
485,229430,node-6,node,status,1078970342,1,configured out,"['configured', 'out']",E34
486,272707,node-169,node,status,1079615369,1,not responding,"['not', 'responding']",E33
487,272591,node-153,node,status,1079615344,0,not responding,"['not', 'responding']",E33
488,272170,node-62,node,status,1079615293,1,not responding,"['not', 'responding']",E33
489,277642,node-165,node,status,1079618688,1,running,"['488', 'running', [...], 'E36']",E36
490,277686,node-209,node,status,1079618688,1,running,"['489', 'running', [...], 'E36']",E36
491,273131,node-253,node,status,1079615432,0,configured out,"['configured', 'out']",E34
492,273112,node-234,node,status,1079615432,0,configured out,"['configured', 'out']",E34
493,272780,node-174,node,status,1079615371,0,configured out,"['configured', 'out']",E34
494,272777,node-171,node,status,1079615371,0,configured out,"['configured', 'out']",E34
495,284353,node-23,node,status,1080145602,1,running,"['494', 'running', [...], 'E36']",E36
496,284195,full,partition,status,1080133799,1,running,"['495', 'running', [...], 'E36']",E36
497,273098,node-217,node,status,1079615432,0,configured out,"['configured', 'out']",E34
498,277540,node-119,node,status,1079618410,0,running,"['497', 'running', [...], 'E36']",E36
499,272731,node-185,node,status,1079615370,0,not responding,"['not', 'responding']",E33
500,272589,node-151,node,status,1079615344,0,not responding,"['not', 'responding']",E33
501,296297,node-225,node,status,1081571034,1,not responding,"['not', 'responding']",E33
502,277540,node-119,node,status,1079618410,0,running,"['501', 'running', [...], 'E36']",E36
503,277545,node-124,node,status,1079618410,0,running,"['502', 'running', [...], 'E36']",E36
504,272769,node-163,node,status,1079615371,1,configured out,"['configured', 'out']",E34
505,296384,node-77,node,status,1081571037,1,not responding,"['not', 'responding']",E33
506,300968,full,partition,status,1081932726,1,running,"['505', 'running', [...], 'E36']",E36
507,300890,node-220,node,status,1081931335,1,not responding,"['not', 'responding']",E33
508,310009,node-13,node,status,1082040658,1,running,"['507', 'running', [...], 'E36']",E36
509,315748,node-19,node,status,1082665230,1,configured out,"['configured', 'out']",E34
510,329774,node-235,node,status,1083207608,0,running,"['509', 'running', [...], 'E36']",E36
511,329596,node-57,node,status,1083207607,1,running,"['510', 'running', [...], 'E36']",E36
512,323276,node-189,node,status,1083197700,1,not responding,"['not', 'responding']",E33
513,323246,node-170,node,status,1083197700,1,not responding,"['not', 'responding']",E33
514,321846,node-91,node,status,1083195752,1,configured out,"['configured', 'out']",E34
515,321826,node-65,node,status,1083195751,1,configured out,"['configured', 'out']",E34
516,316706,node-90,node,status,1082894753,1,running,"['515', 'running', [...], 'E36']",E36
517,340207,node-245,node,status,1083317700,0,running,"['516', 'running', [...], 'E36']",E36
518,329646,node-107,node,status,1083207607,0,running,"['517', 'running', [...], 'E36']",E36
519,339296,node-125,node,status,1083307405,0,configured out,"['configured', 'out']",E34
520,340120,node-158,node,status,1083317700,0,running,"['519', 'running', [...], 'E36']",E36
521,340209,node-247,node,status,1083317700,0,running,"['520', 'running', [...], 'E36']",E36
522,344357,node-88,node,status,1084269621,0,configured out,"['configured', 'out']",E34
523,344301,node-52,node,status,1084269345,0,configured out,"['configured', 'out']",E34
524,343802,node-52,node,status,1084264230,1,configured out,"['configured', 'out']",E34
525,366141,node-95,node,status,1085078720,1,running,"['524', 'running', [...], 'E36']",E36
526,366113,node-67,node,status,1085078720,1,running,"['525', 'running', [...], 'E36']",E36
527,371329,full,partition,status,1085797473,1,running,"['526', 'running', [...], 'E36']",E36
528,370250,full,partition,status,1085689890,1,blocked,"['527', 'blocked', [...], 'E37']",E37
529,369970,full,partition,status,1085682780,1,blocked,"['528', 'blocked', [...], 'E37']",E37
530,369548,node-112,node,status,1085659157,1,not responding,"['not', 'responding']",E33
531,369300,node-79,node,status,1085569402,1,running,"['530', 'running', [...], 'E36']",E36
532,369186,node-168,node,status,1085568282,0,running,"['531', 'running', [...], 'E36']",E36
533,368987,node-95,node,status,1085567825,1,configured out,"['configured', 'out']",E34
534,379999,node-231,node,status,1086028827,0,running,"['533', 'running', [...], 'E36']",E36
535,379995,node-227,node,status,1086028827,0,running,"['534', 'running', [...], 'E36']",E36
536,379993,node-225,node,status,1086028827,0,running,"['535', 'running', [...], 'E36']",E36
537,379872,node-103,node,status,1086028827,0,running,"['536', 'running', [...], 'E36']",E36
538,379859,node-90,node,status,1086028826,1,running,"['537', 'running', [...], 'E36']",E36
539,372036,node-219,node,status,1085921340,1,configured out,"['configured', 'out']",E34
540,371847,node-49,node,status,1085921312,1,configured out,"['configured', 'out']",E34
541,371602,node--tc6,tserver,status,1085921002,1,not-responding,"['540', 'not-responding', [...], 'E39']",E39
542,379912,node-144,node,status,1086028827,0,running,"['541', 'running', [...], 'E36']",E36
543,386689,full,partition,status,1087478923,1,running,"['542', 'running', [...], 'E36']",E36
544,386783,node-224,node,status,1087499940,1,active,"['543', 'active', [...], 'E38']",E38
545,392804,node-41,node,status,1088023736,0,running,"['544', 'running', [...], 'E36']",E36
546,392696,node-126,node,status,1088023734,0,running,"['545', 'running', [...], 'E36']",E36
547,392653,node-51,node,status,1088023733,1,running,"['546', 'running', [...], 'E36']",E36
548,392736,node-198,node,status,1088023734,0,running,"['547', 'running', [...], 'E36']",E36
549,392729,node-159,node,status,1088023734,0,running,"['548', 'running', [...], 'E36']",E36
550,392693,node-123,node,status,1088023734,0,running,"['549', 'running', [...], 'E36']",E36
551,399657,node-155,node,status,1089893790,1,not responding,"['not', 'responding']",E33
552,399519,node-85,node,status,1089893761,1,configured out,"['configured', 'out']",E34
553,399366,node-39,node,status,1089893731,1,configured out,"['configured', 'out']",E34
554,399176,node-54,node,status,1089893717,1,not responding,"['not', 'responding']",E33
555,398501,node-235,node,status,1089811825,1,running,"['554', 'running', [...], 'E36']",E36
556,410509,node-221,node,status,1091255504,1,running,"['555', 'running', [...], 'E36']",E36
557,409269,node-195,node,status,1091248620,1,configured out,"['configured', 'out']",E34
558,371878,node-64,node,status,1085921340,-1,configured out,"['configured', 'out']",E34
559,413605,node-154,node,status,1092321126,1,running,"['558', 'running', [...], 'E36']",E36
560,413350,node-41,node,status,1092320602,1,running,"['559', 'running', [...], 'E36']",E36
561,416005,full,partition,status,1092949734,1,running,"['560', 'running', [...], 'E36']",E36
562,368988,node-96,node,status,1085567825,-1,configured out,"['configured', 'out']",E34
563,418211,node-D0,domain,status,1093628640,1,inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>,"['inconsistent', 'nodesets', 'node-1', '0x000001fc', '<ok>', 'node-2', '0x000001fc', '<ok>', 'node-7', '0x000001fc', '<ok>', 'node-4', '0x000001fc', '<ok>', 'node-6', '0x000001fc', '<ok>', 'node-5', '0x000001fc', '<ok>', 'node-3', '0x000001fc', '<ok>', 'node-14', '0x0003fdfc', '<ok>', 'node-13', '0x0003fdfc', '<ok>', 'node-12', '0x0003fdfc', '<ok>', 'node-10', '0x0003fdfc', '<ok>', 'node-16', '0x0003fdfc', '<ok>', 'node-15', '0x0003fdfc', '<ok>']",E45
564,413243,node-191,node,status,1092320499,0,configured out,"['configured', 'out']",E34
565,417113,full,partition,status,1093473150,1,blocked,"['564', 'blocked', [...], 'E37']",E37
566,413275,node-222,node,status,1092320499,0,configured out,"['configured', 'out']",E34
567,421363,full,partition,status,1094571984,1,running,"['566', 'running', [...], 'E36']",E36
568,421349,node-18,node,status,1094571950,1,running,"['567', 'running', [...], 'E36']",E36
569,432939,node-254,node,status,1095349520,0,running,"['568', 'running', [...], 'E36']",E36
570,413246,node-193,node,status,1092320499,1,configured out,"['configured', 'out']",E34
571,425784,node-186,node,status,1095342830,1,not responding,"['not', 'responding']",E33
572,425734,node-133,node,status,1095342780,1,configured out,"['configured', 'out']",E34
573,425522,node-37,node,status,1095342574,1,not responding,"['not', 'responding']",E33
574,425174,node-109,node,status,1095341304,1,running,"['573', 'running', [...], 'E36']",E36
575,425071,node-174,node,status,1095341277,1,active,"['574', 'active', [...], 'E38']",E38
576,424807,node-53,node,status,1095339932,1,not responding,"['not', 'responding']",E33
577,424635,node-211,node,status,1095338588,1,configured out,"['configured', 'out']",E34
578,424634,node-210,node,status,1095338588,1,configured out,"['configured', 'out']",E34
579,432838,node-153,node,status,1095349520,0,running,"['578', 'running', [...], 'E36']",E36
580,432843,node-158,node,status,1095349520,1,running,"['579', 'running', [...], 'E36']",E36
581,371910,node-96,node,status,1085921340,-1,configured out,"['configured', 'out']",E34
582,442459,node-42,node,status,1098366960,1,not responding,"['not', 'responding']",E33
583,448690,node-48,node,status,1098394861,1,running,"['582', 'running', [...], 'E36']",E36
584,448947,node-66,node,status,1098395762,1,configured out,"['configured', 'out']",E34
585,449708,full,partition,status,1098490050,1,blocked,"['584', 'blocked', [...], 'E37']",E37
