LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,template,template_num
419,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:05.181,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,"['image', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', 'at', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742):', 'checking']",E48
420,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:05.182,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","['image', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', 'at', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742):', 'in', 'use:', 'on', 'this', 'node', '1', 'local', '0', 'on', 'other', 'nodes', 'sharing', 'this', 'instance', 'storage']",E49
421,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:05.287,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,"['active', 'base', 'files:', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",E50
422,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:06.075,25746,INFO,nova.osapi_compute.wsgi.server,req-9bba2bda-1367-48fa-906a-e1632f23d1fc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1013889","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
423,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:07.021,25746,INFO,nova.api.openstack.wsgi,req-c4d0c20c-cfe8-4e66-b280-b083419d4967 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,"['http', 'exception', 'thrown:', 'no', 'instances', 'found', 'for', 'any', 'event']",E66
424,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:07.022,25746,INFO,nova.osapi_compute.wsgi.server,req-c4d0c20c-cfe8-4e66-b280-b083419d4967 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0833371","['10', '1', '1', '1', '""post', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E1
425,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:10.318,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,"['unknown', 'base', 'file:', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",E52
426,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:10.319,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,"['removable', 'base', 'files:', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",E53
427,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:10.320,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,"['removing', 'base', 'or', 'swap', 'file:', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",E12
428,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:16.161,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,"['auditing', 'locally', 'available', 'compute', 'resources', 'for', 'node', 'cp-1', 'slowvm1', 'tcloud-pg0', 'utah', 'cloudlab', 'us']",E46
429,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:16.610,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: 16, total allocated vcpus: 0","['total', 'usable', 'vcpus:', '16', 'total', 'allocated', 'vcpus:', ' <*>']",E62
430,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:16.611,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],"['final', 'resource', 'view:', 'name=cp-1', 'slowvm1', 'tcloud-pg0', 'utah', 'cloudlab', 'us', 'phys_ram=64172mb', ' <*>', 'phys_disk=15gb', ' <*>', 'total_vcpus=16', ' <*>', 'pci_stats=[]']",E63
431,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:16.676,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,"['compute_service', 'record', 'updated', 'for', 'cp-1', 'slowvm1', 'tcloud-pg0', 'utah', 'cloudlab', 'us:cp-1', 'slowvm1', 'tcloud-pg0', 'utah', 'cloudlab', 'us']",E3
432,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:16.800,25746,INFO,nova.osapi_compute.wsgi.server,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.7116742","['10', '1', '1', '1', '""post', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E1
433,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:17.097,25746,INFO,nova.osapi_compute.wsgi.server,req-49348d37-0ea0-4804-b3d1-fe84b2fdfa12 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.2927220","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
434,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.220,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU","['[instance:', ' <*>', 'attempting', 'claim:', 'memory', '2048', 'mb', 'disk', '20', 'gb', 'vcpus', '1', 'cpu']",E47
435,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.221,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total memory: 64172 MB, used: 512.00 MB","['[instance:', ' <*>', 'total', 'memory:', '64172', 'mb', 'used:', '512', '00', 'mb']",E59
436,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.222,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] memory limit: 96258.00 MB, free: 95746.00 MB","['[instance:', ' <*>', 'memory', 'limit:', '96258', '00', 'mb', 'free:', '95746', '00', 'mb']",E70
437,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.223,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total disk: 15 GB, used: 0.00 GB","['[instance:', ' <*>', 'total', 'disk:', '15', 'gb', 'used:', '0', '00', 'gb']",E60
438,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.224,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] disk limit not specified, defaulting to unlimited","['[instance:', ' <*>', 'disk', 'limit', 'not', 'specified', 'defaulting', 'to', 'unlimited']",E67
439,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.224,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Total vcpu: 16 VCPU, used: 0.00 VCPU","['[instance:', ' <*>', 'total', 'vcpu:', '16', 'vcpu', 'used:', '0', '00', 'vcpu']",E61
440,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.225,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] vcpu limit not specified, defaulting to unlimited","['[instance:', ' <*>', 'vcpu', 'limit', 'not', 'specified', 'defaulting', 'to', 'unlimited']",E68
441,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.260,2931,INFO,nova.compute.claims,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Claim successful,"['[instance:', ' <*>', 'claim', 'successful']",E54
442,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:17.286,25746,INFO,nova.osapi_compute.wsgi.server,req-c77665c9-8474-4c2c-94e9-da8b5eccc4a4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1848371","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
443,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:17.473,25746,INFO,nova.osapi_compute.wsgi.server,req-2a800172-ad24-4031-9a51-d3495146717f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5 HTTP/1.1"" status: 200 len: 1572 time: 0.1838732","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
444,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:17.931,2931,INFO,nova.virt.libvirt.driver,req-2d658d2c-7eff-414e-a68f-3f1c75c9e874 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Creating image,"['[instance:', ' <*>', 'creating', 'image']",E55
445,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:18.775,25746,INFO,nova.osapi_compute.wsgi.server,req-1357c966-8c54-46e4-be1d-b9651e26fa66 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2973850","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
446,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:19.075,25746,INFO,nova.osapi_compute.wsgi.server,req-08b757f2-16eb-4ebd-8cef-1b922ef51b5e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2967250","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
447,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:19.284,2931,INFO,nova.compute.manager,-,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] VM Stopped (Lifecycle Event),"['[instance:', ' <*>', 'vm', 'stopped', '(lifecycle', 'event)']",E13
448,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:20.359,25746,INFO,nova.osapi_compute.wsgi.server,req-9b15f752-78b7-4fc5-8d2b-54f619e0e2b5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2771640","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
449,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:20.627,25746,INFO,nova.osapi_compute.wsgi.server,req-19e7ad40-3594-41b0-a83a-40333f767ebd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2650268","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
450,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:21.908,25746,INFO,nova.osapi_compute.wsgi.server,req-e6e405d0-64f1-4959-b359-ba64936c6144 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2754779","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
451,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:22.173,25746,INFO,nova.osapi_compute.wsgi.server,req-5e19ca64-9d79-46dc-af69-0bfe959dadd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2620330","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
452,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:23.451,25746,INFO,nova.osapi_compute.wsgi.server,req-86997220-e959-4cef-8315-723f20d4f1de 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2708549","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
453,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:23.710,25746,INFO,nova.osapi_compute.wsgi.server,req-32d71807-a737-4853-b385-bed9ed2bfb49 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2557549","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
454,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:25.003,25746,INFO,nova.osapi_compute.wsgi.server,req-4ffeb467-110b-4615-a5a8-11f1ccb2bf27 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2863061","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
455,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:25.263,25746,INFO,nova.osapi_compute.wsgi.server,req-36edee2a-9189-477f-be64-1ff36bf2933b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2571361","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
456,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:26.537,25746,INFO,nova.osapi_compute.wsgi.server,req-aa55b411-2ba0-4b61-9fd9-26d40aeb9423 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2682309","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
457,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:26.806,25746,INFO,nova.osapi_compute.wsgi.server,req-308202e3-7228-440e-aa2e-70558059a68b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2644999","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
458,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:28.089,25746,INFO,nova.osapi_compute.wsgi.server,req-af7be5c1-cb29-4dba-b7eb-d008e01c9690 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2762442","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
459,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:28.355,25746,INFO,nova.osapi_compute.wsgi.server,req-77cc3c0e-d34a-49e1-b132-eef9a76b64aa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2619240","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
460,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:29.621,25746,INFO,nova.osapi_compute.wsgi.server,req-bafa2157-685a-4091-b1e9-eb8635e92273 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2600479","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
461,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:29.879,25746,INFO,nova.osapi_compute.wsgi.server,req-206aa9c3-b7b4-41e7-92a2-70cff6538462 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2538040","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
462,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:30.161,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,"['image', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', 'at', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742):', 'checking']",E48
463,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:30.162,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage","['image', '0673dd71-34c5-4fbb-86c4-40623fbe45b4', 'at', '(/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742):', 'in', 'use:', 'on', 'this', 'node', '1', 'local', '0', 'on', 'other', 'nodes', 'sharing', 'this', 'instance', 'storage']",E49
464,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:30.357,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,"['active', 'base', 'files:', '/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742']",E50
465,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.011,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Started (Lifecycle Event),"['[instance:', '7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5]', 'vm', 'started', '(lifecycle', 'event)']",E16
466,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.081,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] VM Paused (Lifecycle Event),"['[instance:', ' <*>', 'vm', 'paused', '(lifecycle', 'event)']",E14
467,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:31.161,25746,INFO,nova.osapi_compute.wsgi.server,req-135542a4-6100-4643-83f4-c3d3271ac898 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2776730","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
468,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:03:31.202,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] During sync_power_state the instance has a pending task (spawning). Skip.,"['[instance:', ' <*>', 'during', 'sync_power_state', 'the', 'instance', 'has', 'a', 'pending', 'task', '(spawning)', 'skip']",E45
469,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:31.429,25746,INFO,nova.osapi_compute.wsgi.server,req-213c462a-869c-4e96-95c0-5d9b49fd5f79 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2630680","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
470,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:03:32.684,25746,INFO,nova.osapi_compute.wsgi.server,req-385c4fd4-fc22-4fc7-b1c9-ff7fea96847c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2493019","['10', '1', '1', '1', '""get', ' <*>', 'http/1', '1""', 'status:', ' <*>', 'len:', ' <*>', 'time:', '0', ' <*>']",E0
