['0', 'onstandstepchanged', '3579', ['onstandstepchanged', ' <*>'], 'E0']
['521', 'settodaytotaldetailsteps', '1514038560000##7103##548580##8661##16256##27318472', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['528', 'settodaytotaldetailsteps', '1514038560000##7104##548581##8661##16256##27319473', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['535', 'settodaytotaldetailsteps', '1514038560000##7105##548582##8661##16256##27319968', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['542', 'settodaytotaldetailsteps', '1514038560000##7106##548583##8661##16256##27320969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['549', 'settodaytotaldetailsteps', '1514038560000##7107##548584##8661##16256##27321969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['556', 'settodaytotaldetailsteps', '1514038560000##7109##548585##8661##16256##27322469', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['564', 'settodaytotaldetailsteps', '1514038620000##7111##548640##8661##16256##27324478', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['571', 'settodaytotaldetailsteps', '1514038620000##7112##548695##8661##16256##27325968', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['578', 'settodaytotaldetailsteps', '1514038620000##7113##548750##8661##16256##27326969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['585', 'settodaytotaldetailsteps', '1514038620000##7114##548805##8661##16256##27329972', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['592', 'settodaytotaldetailsteps', '1514038620000##7114##548860##8661##16256##27330470', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['599', 'settodaytotaldetailsteps', '1514038680000##7117##548865##8661##16256##27392475', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['606', 'settodaytotaldetailsteps', '1514038680000##7122##548870##8661##16256##27392978', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['613', 'settodaytotaldetailsteps', '1514038680000##7124##548875##8661##16256##27393470', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['620', 'settodaytotaldetailsteps', '1514038680000##7126##548880##8661##16256##27393971', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['627', 'settodaytotaldetailsteps', '1514038680000##7128##548885##8661##16256##27394469', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['634', 'settodaytotaldetailsteps', '1514038680000##7130##548890##8661##16256##27394969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['641', 'settodaytotaldetailsteps', '1514038680000##7132##548895##8661##16256##27395468', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['648', 'settodaytotaldetailsteps', '1514038680000##7135##548900##8661##16256##27395969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['655', 'settodaytotaldetailsteps', '1514038680000##7139##548905##8661##16256##27396473', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['662', 'settodaytotaldetailsteps', '1514038680000##7140##548910##8661##16256##27396969', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['669', 'settodaytotaldetailsteps', '1514038680000##7154##548915##8661##16256##27398975', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['676', 'settodaytotaldetailsteps', '1514038680000##7154##548920##8661##16256##27400475', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['688', 'settodaytotaldetailsteps', '1514038680000##7160##548925##8661##16256##27442097', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['696', 'settodaytotaldetailsteps', '1514038680000##7160##548930##8661##16256##27442416', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['778', 'settodaytotaldetailsteps', '1514038680000##7163##548935##8661##16256##27442827', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['799', 'settodaytotaldetailsteps', '1514038680000##7165##548940##8661##16256##27443484', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['806', 'settodaytotaldetailsteps', '1514038680000##7167##548945##8661##16256##27443986', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['814', 'settodaytotaldetailsteps', '1514038740000##7170##548996##8661##16256##27444484', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['821', 'settodaytotaldetailsteps', '1514038740000##7173##549047##8661##16256##27444985', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['828', 'settodaytotaldetailsteps', '1514038740000##7174##549098##8661##16256##27445485', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['835', 'settodaytotaldetailsteps', '1514038740000##7176##549149##8661##16256##27445983', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['842', 'settodaytotaldetailsteps', '1514038740000##7179##549200##8661##16256##27446483', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['849', 'settodaytotaldetailsteps', '1514038740000##7181##549251##8661##16256##27446989', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['856', 'settodaytotaldetailsteps', '1514038740000##7183##549302##8661##16256##27447483', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['863', 'settodaytotaldetailsteps', '1514038740000##7185##549353##8661##16256##27448486', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['870', 'settodaytotaldetailsteps', '1514038740000##7186##549404##8661##16256##27448983', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['877', 'settodaytotaldetailsteps', '1514038740000##7187##549455##8661##16256##27449982', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['884', 'settodaytotaldetailsteps', '1514038740000##7188##549506##8661##16256##27451985', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['891', 'settodaytotaldetailsteps', '1514038740000##7189##549557##8661##16256##27452491', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['898', 'settodaytotaldetailsteps', '1514038740000##7189##549608##8661##16256##27457484', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['904', 'settodaytotaldetailsteps', '1514038740000##7189##549659##8661##16256##27460494', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['920', 'settodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27706526', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['929', 'settodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27706835', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['935', 'settodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27736503', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['941', 'settodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27738504', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['947', 'settodaytotaldetailsteps', '1514038980000##7189##549659##8661##16256##27743510', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['966', 'settodaytotaldetailsteps', '1514039340000##7189##549659##8661##16256##28068346', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['974', 'settodaytotaldetailsteps', '1514039340000##7189##549659##8661##16256##28068666', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['981', 'settodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28136544', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['992', 'settodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28163940', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1001', 'settodaytotaldetailsteps', '1514039400000##7189##549659##8661##16256##28164276', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1019', 'settodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28234547', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1029', 'settodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28270623', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1037', 'settodaytotaldetailsteps', '1514039520000##7189##549659##8661##16256##28270935', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1047', 'settodaytotaldetailsteps', '1514039760000##7189##549659##8661##16256##28479559', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1060', 'settodaytotaldetailsteps', '1514039880000##7189##549659##8661##16256##28609620', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1070', 'settodaytotaldetailsteps', '1514039880000##7189##549659##8661##16256##28609933', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1082', 'settodaytotaldetailsteps', '1514040240000##7189##549659##8661##16256##28993578', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1088', 'settodaytotaldetailsteps', '1514040240000##7189##549659##8661##16256##28999575', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1100', 'settodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29307585', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1110', 'settodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29341612', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1118', 'settodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29341927', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1124', 'settodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29344951', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1130', 'settodaytotaldetailsteps', '1514040600000##7189##549659##8661##16256##29353602', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1141', 'settodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29409806', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1149', 'settodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29410120', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1155', 'settodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29410605', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1161', 'settodaytotaldetailsteps', '1514040660000##7189##549659##8661##16256##29416607', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1172', 'settodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29425533', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1182', 'settodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29425847', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1188', 'settodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29431618', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1198', 'settodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29437037', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1208', 'settodaytotaldetailsteps', '1514040720000##7189##549659##8661##16256##29437358', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1215', 'settodaytotaldetailsteps', '1514040780000##7189##549659##8661##16256##29539649', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1226', 'settodaytotaldetailsteps', '1514040840000##7189##549659##8661##16256##29600053', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1236', 'settodaytotaldetailsteps', '1514040840000##7189##549659##8661##16256##29600372', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1266', 'settodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30270445', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1274', 'settodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30270764', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1280', 'settodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30271693', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1286', 'settodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30314585', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1293', 'settodaytotaldetailsteps', '1514041560000##7189##549659##8661##16256##30315546', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1301', 'settodaytotaldetailsteps', '1514041620000##7189##549659##8661##16256##30333554', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1308', 'settodaytotaldetailsteps', '1514041620000##7189##549659##8661##16256##30343722', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1329', 'settodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30708710', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1338', 'settodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30709030', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1344', 'settodaytotaldetailsteps', '1514041980000##7189##549659##8661##16256##30709727', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1350', 'settodaytotaldetailsteps', '1514041980000##7191##549659##8661##16256##30727229', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1357', 'settodaytotaldetailsteps', '1514041980000##7192##549659##8661##16256##30727733', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1364', 'settodaytotaldetailsteps', '1514041980000##7193##549659##8661##16256##30728232', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1371', 'settodaytotaldetailsteps', '1514041980000##7196##549659##8661##16256##30728728', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1378', 'settodaytotaldetailsteps', '1514041980000##7198##549659##8661##16256##30729233', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1385', 'settodaytotaldetailsteps', '1514041980000##7200##549659##8661##16256##30729733', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1392', 'settodaytotaldetailsteps', '1514041980000##7202##549659##8661##16256##30730227', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1399', 'settodaytotaldetailsteps', '1514041980000##7205##549659##8661##16256##30730728', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1406', 'settodaytotaldetailsteps', '1514041980000##7208##549659##8661##16256##30731232', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1413', 'settodaytotaldetailsteps', '1514041980000##7211##549659##8661##16256##30731730', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1420', 'settodaytotaldetailsteps', '1514041980000##7212##549659##8661##16256##30732729', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1427', 'settodaytotaldetailsteps', '1514041980000##7214##549659##8661##16256##30733226', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1434', 'settodaytotaldetailsteps', '1514041980000##7214##549659##8661##16256##30736730', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1442', 'settodaytotaldetailsteps', '1514042100000##7214##549659##8661##16256##30827730', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1453', 'settodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30905315', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1462', 'settodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30905625', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1474', 'settodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30906310', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1481', 'settodaytotaldetailsteps', '1514042160000##7214##549659##8661##16256##30906710', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1489', 'settodaytotaldetailsteps', '1514042280000##7214##549659##8661##16256##31004759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1495', 'settodaytotaldetailsteps', '1514042280000##7214##549659##8661##16256##31005759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1504', 'settodaytotaldetailsteps', '1514042520000##7214##549659##8661##16256##31239760', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1510', 'settodaytotaldetailsteps', '1514042520000##7214##549659##8661##16256##31243766', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1523', 'settodaytotaldetailsteps', '1514042880000##7214##549659##8661##16256##31588757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1529', 'settodaytotaldetailsteps', '1514042880000##7214##549659##8661##16256##31589757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1553', 'settodaytotaldetailsteps', '1514043360000##7214##549659##8661##16256##32078759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1559', 'settodaytotaldetailsteps', '1514043360000##7214##549659##8661##16256##32080760', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1568', 'settodaytotaldetailsteps', '1514043540000##7214##549659##8661##16256##32254765', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1574', 'settodaytotaldetailsteps', '1514043540000##7214##549659##8661##16256##32258759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1582', 'settodaytotaldetailsteps', '1514043660000##7214##549659##8661##16256##32403526', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1592', 'settodaytotaldetailsteps', '1514043900000##7214##549659##8661##16256##32611763', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1598', 'settodaytotaldetailsteps', '1514043900000##7214##549659##8661##16256##32618758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1608', 'settodaytotaldetailsteps', '1514044140000##7214##549659##8661##16256##32893026', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1616', 'settodaytotaldetailsteps', '1514044260000##7214##549659##8661##16256##33021763', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1623', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33024761', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1629', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33039758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1635', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33041763', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1641', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33049759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1647', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33055760', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1653', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33064766', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1659', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33066759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1665', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33075759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1671', 'settodaytotaldetailsteps', '1514044320000##7214##549659##8661##16256##33081765', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1678', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33112771', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1684', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33113758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1690', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33118758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1696', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33119761', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1702', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33129767', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1708', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33131773', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1714', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33138759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1720', 'settodaytotaldetailsteps', '1514044380000##7214##549659##8661##16256##33140770', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1727', 'settodaytotaldetailsteps', '1514044440000##7214##549659##8661##16256##33168762', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1733', 'settodaytotaldetailsteps', '1514044440000##7214##549659##8661##16256##33169760', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1740', 'settodaytotaldetailsteps', '1514044500000##7214##549659##8661##16256##33216767', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1746', 'settodaytotaldetailsteps', '1514044500000##7214##549659##8661##16256##33217764', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1752', 'settodaytotaldetailsteps', '1514044500000##7214##549659##8661##16256##33232763', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1758', 'settodaytotaldetailsteps', '1514044500000##7214##549659##8661##16256##33239758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1765', 'settodaytotaldetailsteps', '1514044560000##7214##549659##8661##16256##33298759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1771', 'settodaytotaldetailsteps', '1514044560000##7214##549659##8661##16256##33306763', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1796', 'settodaytotaldetailsteps', '1514044740000##0##549659##8661##16256##33444553', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1807', 'settodaytotaldetailsteps', '1514044740000##0##549659##8661##16256##33444943', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1813', 'settodaytotaldetailsteps', '1514044740000##0##549659##8661##16256##33449757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1819', 'settodaytotaldetailsteps', '1514044740000##0##549659##8661##16256##33450764', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1830', 'settodaytotaldetailsteps', '1514045040000##0##549659##8661##16256##33767093', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1837', 'settodaytotaldetailsteps', '1514045100000##0##549659##8661##16256##33821183', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1844', 'settodaytotaldetailsteps', '1514045160000##0##549659##8661##16256##33866758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1850', 'settodaytotaldetailsteps', '1514045160000##0##549659##8661##16256##33868758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1856', 'settodaytotaldetailsteps', '1514045160000##0##549659##8661##16256##33884757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1862', 'settodaytotaldetailsteps', '1514045160000##0##549659##8661##16256##33885759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1870', 'settodaytotaldetailsteps', '1514045280000##0##549659##8661##16256##33988760', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1876', 'settodaytotaldetailsteps', '1514045280000##0##549659##8661##16256##33990761', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1882', 'settodaytotaldetailsteps', '1514045280000##0##549659##8661##16256##34018758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1888', 'settodaytotaldetailsteps', '1514045280000##0##549659##8661##16256##34019759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1895', 'settodaytotaldetailsteps', '1514045340000##0##549659##8661##16256##34053757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1901', 'settodaytotaldetailsteps', '1514045340000##0##549659##8661##16256##34054759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1907', 'settodaytotaldetailsteps', '1514045340000##0##549659##8661##16256##34086757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1913', 'settodaytotaldetailsteps', '1514045340000##0##549659##8661##16256##34087759', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1920', 'settodaytotaldetailsteps', '1514045400000##0##549659##8661##16256##34160765', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1926', 'settodaytotaldetailsteps', '1514045400000##0##549659##8661##16256##34161762', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1936', 'settodaytotaldetailsteps', '1514045640000##0##549659##8661##16256##34397604', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1952', 'settodaytotaldetailsteps', '1514046240000##0##549659##8661##16256##34960758', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1958', 'settodaytotaldetailsteps', '1514046240000##0##549659##8661##16256##34961757', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['1967', 'settodaytotaldetailsteps', '1514046420000##0##549659##8661##16256##35149773', ['settodaytotaldetailsteps', ' <*>'], 'E2']
['71', 'isscreenon', 'true', ['isscreenon', 'true'], 'E3']
['774', 'setwritedblastdataminute', '25233979', ['setwritedblastdataminute', '25233979'], 'E4']
['775', 'setwritedblastdataminute', 'success', ['setwritedblastdataminute', 'success'], 'E5']
['1777', 'thedaychanged', '1514044800216', ['thedaychanged', '1514044800216'], 'E6']
['1780', 'getstepcounterstatus', 'true', ['getstepcounterstatus', 'true'], 'E7']
['1783', 'registersensorsuccess', 'true', ['registersensorsuccess', 'true'], 'E8']
['1785', 'gettodaybasicstandardsteps', '1514018661124##0##3428', ['gettodaybasicstandardsteps', ' <*>'], 'E9']
['1791', 'gettodaybasicstandardsteps', '1514044800223##3786##0', ['gettodaybasicstandardsteps', ' <*>'], 'E9']
['1787', 'getdifftotalsteps', '1513958400215##0', ['getdifftotalsteps', ' <*>'], 'E10']
['1792', 'getdifftotalsteps', '1514044800231##0', ['getdifftotalsteps', ' <*>'], 'E10']
['1789', 'setdifftotalsteps', '0', ['setdifftotalsteps', '0'], 'E11']
['1', 'onextend', '1514038530000', '14', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['11', 'onextend', '1514038530000', '0', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['14', 'onextend', '1514038530000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['21', 'onextend', '1514038531000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['28', 'onextend', '1514038531000', '2', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['35', 'onextend', '1514038532000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['42', 'onextend', '1514038533000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['49', 'onextend', '1514038533000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['56', 'onextend', '1514038534000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['63', 'onextend', '1514038535000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['66', 'onextend', '1514038535000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['84', 'onextend', '1514038536000', '0', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['86', 'onextend', '1514038536000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['93', 'onextend', '1514038536000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['100', 'onextend', '1514038537000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['107', 'onextend', '1514038538000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['114', 'onextend', '1514038538000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['121', 'onextend', '1514038539000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['128', 'onextend', '1514038539000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['135', 'onextend', '1514038540000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['142', 'onextend', '1514038541000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['149', 'onextend', '1514038541000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['156', 'onextend', '1514038542000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['163', 'onextend', '1514038542000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['170', 'onextend', '1514038543000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['177', 'onextend', '1514038544000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['184', 'onextend', '1514038544000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
['191', 'onextend', '1514038545000', '1', '0', '4', ['onextend', ' <*>', ' <*>', '0', ' <*>'], 'E12']
