LineId,Time,Component,Pid,Content,template,template_num
580,20171223-22:18:2:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129045,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
581,20171223-22:18:2:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
582,20171223-22:18:2:662,Step_StandReportReceiver,30002312,REPORT : 7113 5078 152360 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
583,20171223-22:18:5:351,Step_LSC,30002312,onStandStepChanged 3686,"['onstandstepchanged', ' <*>']",E0
584,20171223-22:18:5:358,Step_LSC,30002312,onExtend:1514038686000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
585,20171223-22:18:5:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7113##548750##8661##16256##27326969,"['gettodaytotaldetailsteps', ' <*>']",E1
586,20171223-22:18:5:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,"['settodaytotaldetailsteps', ' <*>']",E2
587,20171223-22:18:5:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
588,20171223-22:18:5:684,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
589,20171223-22:18:5:684,Step_StandReportReceiver,30002312,REPORT : 7114 5079 152381 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
590,20171223-22:18:5:849,Step_LSC,30002312,onStandStepChanged 3686,"['onstandstepchanged', ' <*>']",E0
591,20171223-22:18:5:854,Step_LSC,30002312,onExtend:1514038686000 0 0 0,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
592,20171223-22:18:6:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548805##8661##16256##27329972,"['gettodaytotaldetailsteps', ' <*>']",E1
593,20171223-22:18:6:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,"['settodaytotaldetailsteps', ' <*>']",E2
594,20171223-22:18:6:164,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129067,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
595,20171223-22:18:6:168,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
596,20171223-22:19:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['processhandlebroadcastaction', 'action', 'android.intent.action.time_tick']",E23
597,20171223-22:19:7:854,Step_LSC,30002312,onStandStepChanged 3689,"['onstandstepchanged', ' <*>']",E0
598,20171223-22:19:7:865,Step_LSC,30002312,onExtend:1514038748000 3 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
599,20171223-22:19:8:155,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038620000##7114##548860##8661##16256##27330470,"['gettodaytotaldetailsteps', ' <*>']",E1
600,20171223-22:19:8:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,"['settodaytotaldetailsteps', ' <*>']",E2
601,20171223-22:19:8:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129131,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
602,20171223-22:19:8:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
603,20171223-22:19:8:167,Step_StandReportReceiver,30002312,REPORT : 7117 5081 152446 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
604,20171223-22:19:8:357,Step_LSC,30002312,onStandStepChanged 3694,"['onstandstepchanged', ' <*>']",E0
605,20171223-22:19:8:365,Step_LSC,30002312,onExtend:1514038749000 5 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
606,20171223-22:19:8:658,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7117##548865##8661##16256##27392475,"['gettodaytotaldetailsteps', ' <*>']",E1
607,20171223-22:19:8:660,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,"['settodaytotaldetailsteps', ' <*>']",E2
608,20171223-22:19:8:675,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129238,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
609,20171223-22:19:8:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
610,20171223-22:19:8:686,Step_StandReportReceiver,30002312,REPORT : 7122 5085 152553 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
611,20171223-22:19:8:849,Step_LSC,30002312,onStandStepChanged 3696,"['onstandstepchanged', ' <*>']",E0
612,20171223-22:19:8:862,Step_LSC,30002312,onExtend:1514038749000 2 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
613,20171223-22:19:9:150,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7122##548870##8661##16256##27392978,"['gettodaytotaldetailsteps', ' <*>']",E1
614,20171223-22:19:9:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,"['settodaytotaldetailsteps', ' <*>']",E2
615,20171223-22:19:9:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129281,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
616,20171223-22:19:9:163,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
617,20171223-22:19:9:169,Step_StandReportReceiver,30002312,REPORT : 7124 5086 152596 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
618,20171223-22:19:9:348,Step_LSC,30002312,onStandStepChanged 3698,"['onstandstepchanged', ' <*>']",E0
619,20171223-22:19:9:359,Step_LSC,30002312,onExtend:1514038750000 2 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
620,20171223-22:19:9:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7124##548875##8661##16256##27393470,"['gettodaytotaldetailsteps', ' <*>']",E1
621,20171223-22:19:9:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,"['settodaytotaldetailsteps', ' <*>']",E2
622,20171223-22:19:9:662,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129324,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
623,20171223-22:19:9:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
624,20171223-22:19:9:671,Step_StandReportReceiver,30002312,REPORT : 7126 5087 152638 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
625,20171223-22:19:9:849,Step_LSC,30002312,onStandStepChanged 3700,"['onstandstepchanged', ' <*>']",E0
626,20171223-22:19:9:859,Step_LSC,30002312,onExtend:1514038750000 2 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
627,20171223-22:19:10:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7126##548880##8661##16256##27393971,"['gettodaytotaldetailsteps', ' <*>']",E1
628,20171223-22:19:10:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,"['settodaytotaldetailsteps', ' <*>']",E2
629,20171223-22:19:10:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129366,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
630,20171223-22:19:10:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
631,20171223-22:19:10:165,Step_StandReportReceiver,30002312,REPORT : 7128 5089 152681 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
632,20171223-22:19:10:348,Step_LSC,30002312,onStandStepChanged 3702,"['onstandstepchanged', ' <*>']",E0
633,20171223-22:19:10:362,Step_LSC,30002312,onExtend:1514038751000 2 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
634,20171223-22:19:10:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7128##548885##8661##16256##27394469,"['gettodaytotaldetailsteps', ' <*>']",E1
635,20171223-22:19:10:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,"['settodaytotaldetailsteps', ' <*>']",E2
636,20171223-22:19:10:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129409,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
637,20171223-22:19:10:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
638,20171223-22:19:10:664,Step_StandReportReceiver,30002312,REPORT : 7130 5090 152724 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
639,20171223-22:19:10:848,Step_LSC,30002312,onStandStepChanged 3704,"['onstandstepchanged', ' <*>']",E0
640,20171223-22:19:10:858,Step_LSC,30002312,onExtend:1514038751000 2 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
641,20171223-22:19:11:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7130##548890##8661##16256##27394969,"['gettodaytotaldetailsteps', ' <*>']",E1
642,20171223-22:19:11:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,"['settodaytotaldetailsteps', ' <*>']",E2
643,20171223-22:19:11:160,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129452,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
644,20171223-22:19:11:164,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
645,20171223-22:19:11:164,Step_StandReportReceiver,30002312,REPORT : 7132 5092 152767 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
646,20171223-22:19:11:349,Step_LSC,30002312,onStandStepChanged 3707,"['onstandstepchanged', ' <*>']",E0
647,20171223-22:19:11:358,Step_LSC,30002312,onExtend:1514038752000 3 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
648,20171223-22:19:11:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7132##548895##8661##16256##27395468,"['gettodaytotaldetailsteps', ' <*>']",E1
649,20171223-22:19:11:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,"['settodaytotaldetailsteps', ' <*>']",E2
650,20171223-22:19:11:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129516,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
651,20171223-22:19:11:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
652,20171223-22:19:11:661,Step_StandReportReceiver,30002312,REPORT : 7135 5094 152831 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
653,20171223-22:19:11:848,Step_LSC,30002312,onStandStepChanged 3711,"['onstandstepchanged', ' <*>']",E0
654,20171223-22:19:11:857,Step_LSC,30002312,onExtend:1514038752000 4 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
655,20171223-22:19:12:153,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7135##548900##8661##16256##27395969,"['gettodaytotaldetailsteps', ' <*>']",E1
656,20171223-22:19:12:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,"['settodaytotaldetailsteps', ' <*>']",E2
657,20171223-22:19:12:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129602,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
658,20171223-22:19:12:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
659,20171223-22:19:12:167,Step_StandReportReceiver,30002312,REPORT : 7139 5097 152917 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
660,20171223-22:19:12:349,Step_LSC,30002312,onStandStepChanged 3712,"['onstandstepchanged', ' <*>']",E0
661,20171223-22:19:12:364,Step_LSC,30002312,onExtend:1514038753000 1 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
662,20171223-22:19:12:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7139##548905##8661##16256##27396473,"['gettodaytotaldetailsteps', ' <*>']",E1
663,20171223-22:19:12:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,"['settodaytotaldetailsteps', ' <*>']",E2
664,20171223-22:19:12:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129623,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
665,20171223-22:19:12:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
666,20171223-22:19:12:663,Step_StandReportReceiver,30002312,REPORT : 7140 5097 152938 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
667,20171223-22:19:14:349,Step_LSC,30002312,onStandStepChanged 3726,"['onstandstepchanged', ' <*>']",E0
668,20171223-22:19:14:363,Step_LSC,30002312,onExtend:1514038755000 14 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
669,20171223-22:19:14:655,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7140##548910##8661##16256##27396969,"['gettodaytotaldetailsteps', ' <*>']",E1
670,20171223-22:19:14:656,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,"['settodaytotaldetailsteps', ' <*>']",E2
671,20171223-22:19:14:677,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
672,20171223-22:19:14:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
673,20171223-22:19:14:688,Step_StandReportReceiver,30002312,REPORT : 7154 5107 153238 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
674,20171223-22:19:15:855,Step_LSC,30002312,onStandStepChanged 3726,"['onstandstepchanged', ' <*>']",E0
675,20171223-22:19:15:858,Step_LSC,30002312,onExtend:1514038756000 0 0 0,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
676,20171223-22:19:16:156,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548915##8661##16256##27398975,"['gettodaytotaldetailsteps', ' <*>']",E1
677,20171223-22:19:16:157,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,"['settodaytotaldetailsteps', ' <*>']",E2
678,20171223-22:19:16:171,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=129923,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
679,20171223-22:19:16:177,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
680,20171223-22:19:43:719,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,"['onreceive', 'action', 'android.intent.action.screen_off']",E27
681,20171223-22:19:57:751,Step_LSC,30002312,onStandStepChanged 3732,"['onstandstepchanged', ' <*>']",E0
682,20171223-22:19:57:755,Step_LSC,30002312,onExtend:1514038756000 6 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
683,20171223-22:19:57:758,Step_LSC,30002312,onStandStepChanged 3732,"['onstandstepchanged', ' <*>']",E0
684,20171223-22:19:57:763,Step_LSC,30002312,onExtend:1514038798000 0 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
685,20171223-22:19:57:775,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,"['onreceive', 'action', 'android.intent.action.screen_on']",E21
686,20171223-22:19:57:776,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"['processhandlebroadcastaction', 'action', 'android.intent.action.screen_on']",E22
687,20171223-22:19:57:776,Step_StandStepCounter,30002312,flush sensor data,"['flush', 'sensor', 'data']",E24
688,20171223-22:19:57:777,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7154##548920##8661##16256##27400475,"['gettodaytotaldetailsteps', ' <*>']",E1
689,20171223-22:19:57:778,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,"['settodaytotaldetailsteps', ' <*>']",E2
690,20171223-22:19:57:780,Step_LSC,30002312,onStandStepChanged 3732,"['onstandstepchanged', ' <*>']",E0
691,20171223-22:19:57:789,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
692,20171223-22:19:57:796,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
693,20171223-22:19:57:796,Step_StandReportReceiver,30002312,REPORT : 7160 5112 153367 240,"['report', ' <*>', ' <*>', ' <*>', ' <*>']",E13
694,20171223-22:19:57:878,Step_LSC,30002312,onStandStepChanged 3732,"['onstandstepchanged', ' <*>']",E0
695,20171223-22:19:57:879,Step_LSC,30002312,onExtend:1514038798000 0 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
696,20171223-22:19:58:97,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038680000##7160##548925##8661##16256##27442097,"['gettodaytotaldetailsteps', ' <*>']",E1
697,20171223-22:19:58:97,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,"['settodaytotaldetailsteps', ' <*>']",E2
698,20171223-22:19:58:109,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130052,"['calculatecalorieswithcache', 'totalcalories', ' <*>']",E25
699,20171223-22:19:58:112,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"['calculatealtitudewithcache', 'totalaltitude', ' <*>']",E26
700,20171223-22:19:58:363,Step_LSC,30002312,onStandStepChanged 3735,"['onstandstepchanged', ' <*>']",E0
701,20171223-22:19:58:363,Step_LSC,30002312,flushTempCacheToDB by stand,"['flushtempcachetodb', 'by', 'stand']",E28
702,20171223-22:19:58:366,Step_LSC,30002312,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,"['alarm', 'uploadstaticstodb', 'totalsteps', '7163calories', '153367floor', '240distance', '5112']",E44
703,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,writeDataToDB size 327,"['writedatatodb', 'size', '327']",E29
704,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233975,0,93,0,20002","['uploadoneminutedatatoengine', 'time', ' <*>', '0', ' <*>', '0', '20002']",E45
705,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233976,0,1,0,20002","['uploadoneminutedatatoengine', 'time', ' <*>', '0', ' <*>', '0', '20002']",E45
706,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233977,0,55,0,20002","['uploadoneminutedatatoengine', 'time', ' <*>', '0', ' <*>', '0', '20002']",E45
707,20171223-22:19:58:366,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233978,0,5,0,20002","['uploadoneminutedatatoengine', 'time', ' <*>', '0', ' <*>', '0', '20002']",E45
708,20171223-22:19:58:367,Step_FlushableStepDataCache,30002312,"upLoadOneMinuteDataToEngine time=25233979,0,46,0,20002","['uploadoneminutedatatoengine', 'time', ' <*>', '0', ' <*>', '0', '20002']",E45
709,20171223-22:19:58:369,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
710,20171223-22:19:58:370,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
711,20171223-22:19:58:371,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health","['getappcontext()', 'isappvalid', 'health', 'or', 'wear', 'packagename', 'com.huawei.health']",E46
712,20171223-22:19:58:373,Step_LSC,30002312,onExtend:1514038799000 3 0 4,"['onextend', ' <*>', ' <*>', '0', ' <*>']",E12
713,20171223-22:19:58:374,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
714,20171223-22:19:58:375,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
715,20171223-22:19:58:375,HiH_HiHealthBinder,30002312,insertHiHealthData() checkAppType  0 appID = 1,"['inserthihealthdata()', 'checkapptype', '0', 'appid', '1']",E14
716,20171223-22:19:58:376,HiH_HiHealthBinder,30002312,"insertHiHealthData() size = 4,app = 1,One Data Type = 40002,packageName = com.huawei.health,writeStatType = 0","['inserthihealthdata()', 'size', ' <*>', 'app', '1', 'one', 'data', 'type', ' <*>', 'packagename', 'com.huawei.health', 'writestattype', '0']",E52
717,20171223-22:19:58:377,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() deviceID = 2,clientID=1,id=1","['savehealthdetaildata()', 'deviceid', '2', 'clientid', '1', 'id', '1']",E47
718,20171223-22:19:58:378,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40002,time = 1513958400000,statClient = 2,who is 1","['savestatdata()', 'type', ' <*>', 'time', '1513958400000', 'statclient', '2', 'who', 'is', '1']",E54
719,20171223-22:19:58:378,HiH_DataStatManager,30002312,"new date =20171223, type=40002,7163.0,old=6983.0","['new', 'date', '20171223', 'type', ' <*>', ' <*>', 'old', ' <*>']",E55
720,20171223-22:19:58:379,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40003,time = 1513958400000,statClient = 2,who is 1","['savestatdata()', 'type', ' <*>', 'time', '1513958400000', 'statclient', '2', 'who', 'is', '1']",E54
721,20171223-22:19:58:380,HiH_DataStatManager,30002312,"new date =20171223, type=40003,153367.0,old=210654.54000000004","['new', 'date', '20171223', 'type', ' <*>', ' <*>', 'old', ' <*>']",E55
722,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40003","['savehealthdetaildata()', 'saveonedetaildata', 'fail', 'hihealthdata', '1513958400000', 'type', ' <*>']",E48
723,20171223-22:19:58:380,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40005,time = 1513958400000,statClient = 2,who is 1","['savestatdata()', 'type', ' <*>', 'time', '1513958400000', 'statclient', '2', 'who', 'is', '1']",E54
724,20171223-22:19:58:381,HiH_DataStatManager,30002312,"new date =20171223, type=40005,240.0,old=330.0","['new', 'date', '20171223', 'type', ' <*>', ' <*>', 'old', ' <*>']",E55
725,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveHealthDetailData() saveOneDetailData fail hiHealthData = 1513958400000,type = 40005","['savehealthdetaildata()', 'saveonedetaildata', 'fail', 'hihealthdata', '1513958400000', 'type', ' <*>']",E48
726,20171223-22:19:58:381,HiH_HiHealthDataInsertStore,30002312,"saveStatData() type =40004,time = 1513958400000,statClient = 2,who is 1","['savestatdata()', 'type', ' <*>', 'time', '1513958400000', 'statclient', '2', 'who', 'is', '1']",E54
727,20171223-22:19:58:382,HiH_DataStatManager,30002312,"new date =20171223, type=40004,5112.0,old=4985.0","['new', 'date', '20171223', 'type', ' <*>', ' <*>', 'old', ' <*>']",E55
728,20171223-22:19:58:406,HiH_HiHealthDataInsertStore,30002312,"bulkSaveDetailHiHealthData() size = 4,totalTime = 30","['bulksavedetailhihealthdata()', 'size', ' <*>', 'totaltime', ' <*>']",E15
729,20171223-22:19:58:407,HiH_ListenerManager,30002312,startListenerChange subscribeList = [1],"['startlistenerchange', 'subscribelist', '[1]']",E31
730,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,"insertHiHealthData() bulkSaveDetailHiHealthData fail errorCode = 4,errorMessage = ERR_DATA_INSERT","['inserthihealthdata()', 'bulksavedetailhihealthdata', 'fail', 'errorcode', '4', 'errormessage', 'err_data_insert']",E49
731,20171223-22:19:58:411,HiH_HiHealthBinder,30002312,insertHiHealthData() end totalTime = 45,"['inserthihealthdata()', 'end', 'totaltime', ' <*>']",E57
732,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB() onResult  type = 4 obj=true,"['uploadstaticstodb()', 'onresult', 'type', '4', 'obj', 'true']",E39
733,20171223-22:19:58:411,Step_LSC,30002312,uploadStaticsToDB failed message=true,"['uploadstaticstodb', 'failed', 'message', 'true']",E58
734,20171223-22:19:58:413,HiH_HiSyncControl,30002312,checkInsertStatus stepSum or calorieSum is enough,"['checkinsertstatus', 'stepsum', 'or', 'caloriesum', 'is', 'enough']",E40
735,20171223-22:19:58:413,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
736,20171223-22:19:58:415,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
737,20171223-22:19:58:415,HiH_HiHealthBinder,30002312,"getAppContext() isAppValid health or wear, packageName = com.huawei.health","['getappcontext()', 'isappvalid', 'health', 'or', 'wear', 'packagename', 'com.huawei.health']",E46
738,20171223-22:19:58:415,HiH_HiSyncControl,30002312,checkInsertStatus stepStatSum or calorieStatSum is enough,"['checkinsertstatus', 'stepstatsum', 'or', 'caloriestatsum', 'is', 'enough']",E41
739,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"stepSyncOrNot appSynTimes is 0, statsyncTimes is 0","['stepsyncornot', 'appsyntimes', 'is', '0', 'statsynctimes', 'is', '0']",E50
740,20171223-22:19:58:416,HiH_HiSyncControl,30002312,"startInsertSportSync start auto sync,app is 1","['startinsertsportsync', 'start', 'auto', 'sync', 'app', 'is', '1']",E51
741,20171223-22:19:58:417,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
742,20171223-22:19:58:417,HiH_HiSyncUtil,30002312,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0","['checkfirstsyncbytype', 'no', 'such', 'data', 'in', 'db', 'type', 'is', '1', 'devicecode', 'is', '0']",E63
743,20171223-22:19:58:417,HiH_HiSyncControl,30002312,"startInsertSportSync first 500 steps sync,do all sync","['startinsertsportsync', 'first', '500', 'steps', 'sync', 'do', 'all', 'sync']",E56
744,20171223-22:19:58:419,HiH_HiAppUtil,30002312,getBinderPackageName packageName = com.huawei.health,"['getbinderpackagename', 'packagename', 'com.huawei.health']",E30
