LineId,Date,Time,Level,Component,Content,template,template_num
416,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 464,"['got', 'assigned', 'task', ' <*>']",E28
417,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 11.0 (TID 464),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
418,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 475,"['got', 'assigned', 'task', ' <*>']",E28
419,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 11.0 (TID 475),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
420,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 478,"['got', 'assigned', 'task', ' <*>']",E28
421,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 20,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
422,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 11.0 (TID 478),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
423,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 479,"['got', 'assigned', 'task', ' <*>']",E28
424,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 11.0 (TID 479),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
425,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
426,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 20 took 15 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
427,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
428,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_0 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
429,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_4 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
430,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_3 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
431,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_2 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
432,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_1 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
433,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,"['found', 'block', ' <*>', 'locally']",E29
434,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,"['found', 'block', ' <*>', 'locally']",E29
435,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,"['found', 'block', ' <*>', 'locally']",E29
436,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,"['found', 'block', ' <*>', 'locally']",E29
437,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,"['found', 'block', ' <*>', 'locally']",E29
438,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
439,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
440,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -95, init = 137, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
441,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -97, init = 139, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
442,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 43, boot = -85, init = 127, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
443,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
444,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
445,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
446,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
447,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
448,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = 22, init = 17, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
449,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 21, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
450,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
451,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
452,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 16, init = 25, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
453,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 26, init = 14, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
454,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
455,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 11.0 (TID 478). 2667 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
456,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
457,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
458,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 480,"['got', 'assigned', 'task', ' <*>']",E28
459,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 12.0 (TID 480),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
460,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 494,"['got', 'assigned', 'task', ' <*>']",E28
461,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 12.0 (TID 494),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
462,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 508,"['got', 'assigned', 'task', ' <*>']",E28
463,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 21,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
464,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 12.0 (TID 508),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
465,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 518,"['got', 'assigned', 'task', ' <*>']",E28
466,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 12.0 (TID 518),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
467,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 519,"['got', 'assigned', 'task', ' <*>']",E28
468,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 12.0 (TID 519),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
469,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
470,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 21 took 11 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
471,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
472,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_0 locally,"['found', 'block', ' <*>', 'locally']",E29
473,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_4 locally,"['found', 'block', ' <*>', 'locally']",E29
474,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_3 locally,"['found', 'block', ' <*>', 'locally']",E29
475,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_2 locally,"['found', 'block', ' <*>', 'locally']",E29
476,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_1 locally,"['found', 'block', ' <*>', 'locally']",E29
477,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 37, boot = -162, init = 199, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
478,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -157, init = 197, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
479,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -157, init = 196, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
480,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -146, init = 184, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
481,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -156, init = 196, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
482,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
483,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
484,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
485,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
486,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
487,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 528,"['got', 'assigned', 'task', ' <*>']",E28
488,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 13.0 (TID 528),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
489,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 542,"['got', 'assigned', 'task', ' <*>']",E28
490,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 13.0 (TID 542),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
491,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 553,"['got', 'assigned', 'task', ' <*>']",E28
492,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 13.0 (TID 553),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
493,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 22,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
494,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 558,"['got', 'assigned', 'task', ' <*>']",E28
495,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 13.0 (TID 558),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
496,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 559,"['got', 'assigned', 'task', ' <*>']",E28
497,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 13.0 (TID 559),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
498,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
499,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 22 took 11 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
500,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
501,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,"['found', 'block', ' <*>', 'locally']",E29
502,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,"['found', 'block', ' <*>', 'locally']",E29
503,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,"['found', 'block', ' <*>', 'locally']",E29
504,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,"['found', 'block', ' <*>', 'locally']",E29
505,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,"['found', 'block', ' <*>', 'locally']",E29
506,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -76, init = 114, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
507,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
508,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
509,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
510,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -74, init = 113, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
511,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
512,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
513,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
514,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
515,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 13.0 (TID 558). 2257 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
516,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 562,"['got', 'assigned', 'task', ' <*>']",E28
517,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 14.0 (TID 562),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
518,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 576,"['got', 'assigned', 'task', ' <*>']",E28
519,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 14.0 (TID 576),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
520,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 590,"['got', 'assigned', 'task', ' <*>']",E28
521,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 14.0 (TID 590),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
522,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 23,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
523,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 598,"['got', 'assigned', 'task', ' <*>']",E28
524,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 14.0 (TID 598),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
525,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 599,"['got', 'assigned', 'task', ' <*>']",E28
526,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 14.0 (TID 599),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
527,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23_piece0 stored as bytes in memory (estimated size 5.4 KB, free 378.2 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
528,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 23 took 11 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
529,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_23 stored as values in memory (estimated size 9.2 KB, free 387.4 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
530,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,"['found', 'block', ' <*>', 'locally']",E29
531,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,"['found', 'block', ' <*>', 'locally']",E29
532,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,"['found', 'block', ' <*>', 'locally']",E29
533,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,"['found', 'block', ' <*>', 'locally']",E29
534,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,"['found', 'block', ' <*>', 'locally']",E29
535,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
536,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -93, init = 133, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
537,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -90, init = 129, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
538,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -82, init = 120, finish = 0","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
539,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -92, init = 133, finish = 1","['times:', 'total', ' <*>', 'boot', ' <*>', 'init', ' <*>', 'finish', ' <*>']",E35
540,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 14.0 (TID 598). 2087 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
541,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 14.0 (TID 590). 2087 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
542,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 14.0 (TID 562). 2087 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
543,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 14.0 (TID 599). 2087 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
544,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 14.0 (TID 576). 2087 bytes result sent to driver,"['finished', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>', ' <*>', 'bytes', 'result', 'sent', 'to', 'driver']",E33
545,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 612,"['got', 'assigned', 'task', ' <*>']",E28
546,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 15.0 (TID 612),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
547,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 626,"['got', 'assigned', 'task', ' <*>']",E28
548,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 15.0 (TID 626),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
549,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 636,"['got', 'assigned', 'task', ' <*>']",E28
550,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 15.0 (TID 636),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
551,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 638,"['got', 'assigned', 'task', ' <*>']",E28
552,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 15.0 (TID 638),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
553,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 639,"['got', 'assigned', 'task', ' <*>']",E28
554,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 15.0 (TID 639),"['running', 'task', ' <*>', 'in', 'stage', ' <*>', '(tid', ' <*>']",E30
555,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 24,"['started', 'reading', 'broadcast', 'variable', ' <*>']",E23
556,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24_piece0 stored as bytes in memory (estimated size 5.6 KB, free 393.0 KB)","['block', ' <*>', 'stored', 'as', 'bytes', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E31
557,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 24 took 10 ms,"['reading', 'broadcast', 'variable', ' <*>', 'took', ' <*>', 'ms']",E4
558,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_24 stored as values in memory (estimated size 9.8 KB, free 402.8 KB)","['block', ' <*>', 'stored', 'as', 'values', 'in', 'memory', '(estimated', 'size', ' <*>', ' <*>', 'free', ' <*>', 'kb)']",E32
559,17/06/09,20:10:55,INFO,spark.CacheManager,"Partition rdd_21_1 not found, computing it","['partition', ' <*>', 'not', 'found', 'computing', 'it']",E11
