['0', 'loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll', ['loaded', 'servicing', 'stack', 'v6.1.7601.23505', 'with', 'core:', 'c:\\windows\\winsxs\\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\\cbscore.dll'], 'E0']
['111', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['114', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['118', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['121', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['124', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['127', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['135', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['138', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['141', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['144', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['148', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['151', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['154', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['157', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['161', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['164', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['167', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['170', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['174', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['177', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['180', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['183', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['187', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['190', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['193', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['196', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['200', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['203', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['206', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['209', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['213', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['216', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['219', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['222', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['226', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['229', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['232', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['235', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['240', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['243', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['246', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['249', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['253', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['256', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['259', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['262', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['266', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['269', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['272', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['275', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['279', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['282', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['285', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['288', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['292', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['295', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['298', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['301', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['305', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['308', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['311', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['314', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['318', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['321', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['324', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['327', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['331', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['334', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['337', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['340', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['992', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['995', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['998', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1001', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1005', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1008', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1011', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1014', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1018', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1021', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1024', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1027', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1031', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1034', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1037', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1040', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1044', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1047', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1050', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1053', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1057', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1060', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1063', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1066', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1070', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1073', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1076', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1079', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1083', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1086', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1089', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1092', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1108', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1111', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1114', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1117', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1121', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1124', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1127', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
['1130', 'failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]', ['failed', 'to', 'get', 'next', 'element', '[hresult', '0x800f080d', '-', 'cbs_e_manifest_invalid_item]'], 'E27']
