LineId,Date,Time,Level,Node,Component,Id,Content,template,template_num
608,2015-08-10,"18:23:49,901",INFO,main,DatadirCleanupManager,78,autopurge.snapRetainCount set to 3,"['autopurge', 'snapretaincount', 'set', 'to', '3']",E23
609,2015-08-10,"18:23:50,332",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:java.vendor=Oracle Corporation,"['server', 'environment:java', 'vendor=oracle', 'corporation']",E2
610,2015-08-10,"18:23:52,646",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80018,"['revalidating', 'client:', ' <*>']",E33
611,2015-08-10,"18:23:52,649",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80016 with negotiated timeout 10000 for client /10.10.34.13:38490,"['established', 'session', ' <*>', 'with', 'negotiated', 'timeout', ' <*>', 'for', 'client', '/10', '10', '34', ' <*>']",E20
612,2015-08-10,"18:23:52,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:ZooKeeperServer,595,Established session 0x14f05578bd80013 with negotiated timeout 10000 for client /10.10.34.11:38530,"['established', 'session', ' <*>', 'with', 'negotiated', 'timeout', ' <*>', 'for', 'client', '/10', '10', '34', ' <*>']",E20
613,2015-08-10,"18:23:52,653",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,832,Client attempting to renew session 0x14f05578bd8001b at /10.10.34.20:56374,"['client', 'attempting', 'to', 'renew', 'session', ' <*>', 'at', '/10', '10', '34', ' <*>']",E13
614,2015-08-10,"18:25:22,080",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,"Server environment:zookeeper.version=3.4.5--1, built on 06/10/2013 17:26 GMT","['server', 'environment:zookeeper', 'version=3', '4', '5--1', 'built', 'on', '06/10/2013', '17:26', 'gmt']",E43
615,2015-08-10,"18:25:22,082",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:user.name=zookeeper,"['server', ' <*>', ' <*>']",E32
616,2015-08-10,"18:25:24,332",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:Learner,107,Revalidating client: 0x14f05578bd80013,"['revalidating', 'client:', ' <*>']",E33
617,2015-08-10,"18:25:39,907",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,"['caught', 'end', 'of', 'stream', 'exception']",E22
618,2015-08-10,"18:27:49,007",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:46331 which had sessionid 0x14f1724a6e80004,"['closed', 'socket', 'connection', 'for', 'client', '/10', '10', '34', ' <*>', 'which', 'had', 'sessionid', ' <*>']",E19
619,2015-08-18,"16:09:13,285",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:34051,"['received', 'connection', 'request', '/10', '10', '34', ' <*>']",E7
620,2015-08-18,"16:09:15,099",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:os.name=Linux,"['server', ' <*>', ' <*>']",E32
621,2015-08-20,"13:28:51,889",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:54839,"['accepted', 'socket', 'connection', 'from', '/10', '10', '34', ' <*>']",E28
622,2015-08-20,"13:28:51,983",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:58349,"['client', 'attempting', 'to', 'establish', 'new', 'session', 'at', '/10', '10', '34', ' <*>']",E14
623,2015-08-20,"17:12:29,467",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:56471 (no session established for client),"['closed', 'socket', 'connection', 'for', 'client', '/10', '10', '34', ' <*>', '(no', 'session', 'established', 'for', 'client)']",E49
624,2015-08-20,"17:14:11,414",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,354,Exception causing close of session 0x0 due to java.io.IOException: ZooKeeperServer not running,"['exception', 'causing', 'close', 'of', 'session', '0x0', 'due', 'to', 'java', 'io', 'ioexception:', 'zookeeperserver', 'not', 'running']",E50
625,2015-08-20,"17:14:12,326",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 2 (n.leader), 0xb00000084 (n.zxid), 0x2 (n.round), LOOKING (n.state), 1 (n.sid), 0xb (n.peerEPoch), LOOKING (my state)","['notification:', ' <*>', '(n', 'leader)', ' <*>', '(n', 'zxid)', ' <*>', '(n', 'round)', 'looking', '(n', 'state)', ' <*>', '(n', 'sid)', ' <*>', '(n', 'peerepoch)', ' <*>', '(my', 'state)']",E45
626,2015-08-20,"17:14:23,824",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0xb0000007b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0xb (n.peerEPoch), FOLLOWING (my state)","['notification:', ' <*>', '(n', 'leader)', ' <*>', '(n', 'zxid)', ' <*>', '(n', 'round)', 'looking', '(n', 'state)', ' <*>', '(n', 'sid)', ' <*>', '(n', 'peerepoch)', ' <*>', '(my', 'state)']",E45
627,2015-08-20,"17:22:22,288",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80005 with negotiated timeout 10000 for client /10.10.34.11:56492,"['established', 'session', ' <*>', 'with', 'negotiated', 'timeout', ' <*>', 'for', 'client', '/10', '10', '34', ' <*>']",E20
628,2015-08-20,"17:24:06,873",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:58913,"['client', 'attempting', 'to', 'establish', 'new', 'session', 'at', '/10', '10', '34', ' <*>']",E14
629,2015-08-20,"17:24:07,582",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.18:36934,"['accepted', 'socket', 'connection', 'from', '/10', '10', '34', ' <*>']",E28
630,2015-08-20,"17:24:07,816",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80013 with negotiated timeout 10000 for client /10.10.34.20:43137,"['established', 'session', ' <*>', 'with', 'negotiated', 'timeout', ' <*>', 'for', 'client', '/10', '10', '34', ' <*>']",E20
631,2015-08-20,"19:02:23,456",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f4a6318b80022 with negotiated timeout 10000 for client /10.10.34.30:43272,"['established', 'session', ' <*>', 'with', 'negotiated', 'timeout', ' <*>', 'for', 'client', '/10', '10', '34', ' <*>']",E20
632,2015-08-20,"19:32:55,963",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.35:48997 which had sessionid 0x14f4a6318b80024,"['closed', 'socket', 'connection', 'for', 'client', '/10', '10', '34', ' <*>', 'which', 'had', 'sessionid', ' <*>']",E19
633,2015-08-20,"19:33:02,860",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,"['caught', 'end', 'of', 'stream', 'exception']",E22
634,2015-08-20,"19:33:02,860",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:58917 which had sessionid 0x14f4a6318b80018,"['closed', 'socket', 'connection', 'for', 'client', '/10', '10', '34', ' <*>', 'which', 'had', 'sessionid', ' <*>']",E19
635,2015-08-21,"15:55:04,347",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:50545; will be dropped if server is in r-o mode,"['connection', 'request', 'from', 'old', 'client', '/10', '10', '34', ' <*>', 'will', 'be', 'dropped', 'if', 'server', 'is', 'in', 'r-o', 'mode']",E31
636,2015-08-21,"15:55:07,600",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.30:43278,"['accepted', 'socket', 'connection', 'from', '/10', '10', '34', ' <*>']",E28
637,2015-08-21,"15:55:14,153",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.14:46136,"['accepted', 'socket', 'connection', 'from', '/10', '10', '34', ' <*>']",E28
638,2015-08-24,"15:26:54,494",INFO,main,QuorumPeer,913,tickTime set to 2000,"['ticktime', 'set', 'to', '2000']",E3
639,2015-08-24,"15:27:03,681",WARN,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
640,2015-08-24,"15:29:13,641",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
641,2015-08-24,"15:36:13,663",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
642,2015-08-24,"15:37:13,664",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
643,2015-08-24,"15:51:13,708",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
644,2015-08-24,"15:55:13,717",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
645,2015-08-24,"15:57:13,723",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
646,2015-08-24,"16:02:13,739",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
647,2015-08-24,"16:03:13,740",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
648,2015-08-24,"16:11:13,765",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
649,2015-08-24,"16:12:13,767",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
650,2015-08-24,"16:37:13,837",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
651,2015-08-24,"16:51:13,876",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
652,2015-08-24,"17:29:13,977",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
653,2015-08-24,"17:39:14,002",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
654,2015-08-24,"18:02:14,063",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
655,2015-08-24,"18:04:14,068",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
656,2015-08-24,"18:28:14,133",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
657,2015-08-24,"18:31:14,142",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
658,2015-08-24,"18:41:14,170",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
659,2015-08-24,"18:47:14,187",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
660,2015-08-24,"18:51:14,196",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
661,2015-08-24,"19:01:14,221",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
662,2015-08-24,"19:05:14,230",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
663,2015-08-24,"19:09:14,240",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
664,2015-08-24,"19:19:14,265",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
665,2015-08-24,"19:31:14,292",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
666,2015-08-24,"19:45:14,327",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
667,2015-08-24,"19:55:14,351",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
668,2015-08-24,"20:01:14,364",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
669,2015-08-24,"20:16:14,399",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
670,2015-08-24,"20:56:14,493",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
671,2015-08-24,"20:57:14,495",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
672,2015-08-24,"21:07:14,519",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
673,2015-08-24,"21:11:14,529",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
674,2015-08-24,"21:26:14,562",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
675,2015-08-24,"22:04:14,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
676,2015-08-24,"22:08:14,659",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
677,2015-08-24,"22:09:14,662",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
678,2015-08-24,"22:10:14,663",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
679,2015-08-24,"22:16:14,677",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
680,2015-08-24,"22:17:14,678",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
681,2015-08-24,"22:25:14,698",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
682,2015-08-24,"22:32:14,713",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
683,2015-08-24,"22:39:14,728",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
684,2015-08-24,"22:42:14,733",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
685,2015-08-24,"22:45:14,741",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
686,2015-08-24,"22:48:14,746",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
687,2015-08-24,"22:49:14,750",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
688,2015-08-24,"22:57:14,766",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
689,2015-08-24,"23:04:14,782",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
690,2015-08-24,"23:09:14,792",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
691,2015-08-24,"23:25:14,825",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
692,2015-08-24,"23:26:14,827",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
693,2015-08-24,"23:38:14,850",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
694,2015-08-24,"23:58:14,891",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
695,2015-08-25,"00:00:14,897",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
696,2015-08-25,"00:14:14,924",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
697,2015-08-25,"00:23:14,943",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
698,2015-08-25,"00:26:14,949",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
699,2015-08-25,"00:28:14,953",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
700,2015-08-25,"00:42:14,982",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
701,2015-08-25,"00:44:14,985",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
702,2015-08-25,"01:12:15,044",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
703,2015-08-25,"01:45:15,113",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
704,2015-08-25,"01:47:15,116",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
705,2015-08-25,"02:06:15,155",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
706,2015-08-25,"02:09:15,162",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,"['notification', 'time', 'out:', ' <*>']",E0
707,2015-08-25,"02:36:15,217",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
708,2015-08-25,"02:54:15,254",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
709,2015-08-25,"02:56:15,258",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,"['cannot', 'open', 'channel', 'to', ' <*>', 'at', 'election', 'address', '/10', '10', '34', ' <*>']",E36
