LineId,Month,Date,Time,Level,Component,PID,Content,template,template_num
541,Jun,30,20:53:04,combo,klogind,19287,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
542,Jun,30,20:53:04,combo,klogind,19287,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
543,Jun,30,20:53:04,combo,klogind,19286,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
544,Jun,30,20:53:04,combo,klogind,19286,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
545,Jun,30,20:53:04,combo,klogind,19271,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
546,Jun,30,20:53:04,combo,klogind,19271,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
547,Jun,30,20:53:04,combo,klogind,19270,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
548,Jun,30,20:53:04,combo,klogind,19270,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
549,Jun,30,20:53:04,combo,klogind,19269,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
550,Jun,30,20:53:04,combo,klogind,19269,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
551,Jun,30,20:53:04,combo,klogind,19268,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
552,Jun,30,20:53:04,combo,klogind,19288,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'permission', 'denied', 'in', 'replay', 'cache', 'code']",E79
553,Jun,30,20:53:04,combo,klogind,19274,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
554,Jun,30,20:53:04,combo,klogind,19268,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
555,Jun,30,20:53:04,combo,klogind,19288,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
556,Jun,30,20:53:04,combo,klogind,19274,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
557,Jun,30,20:53:06,combo,klogind,19266,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
558,Jun,30,20:53:06,combo,klogind,19266,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
559,Jun,30,20:53:06,combo,klogind,19267,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
560,Jun,30,20:53:06,combo,klogind,19267,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
561,Jun,30,20:53:06,combo,klogind,19278,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
562,Jun,30,20:53:06,combo,klogind,19278,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
563,Jun,30,20:53:06,combo,klogind,19273,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
564,Jun,30,20:53:06,combo,klogind,19273,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
565,Jun,30,20:53:06,combo,klogind,19276,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
566,Jun,30,20:53:06,combo,klogind,19276,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
567,Jun,30,20:53:06,combo,klogind,19275,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
568,Jun,30,20:53:06,combo,klogind,19275,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
569,Jun,30,20:53:06,combo,klogind,19277,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
570,Jun,30,20:53:06,combo,klogind,19277,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
571,Jun,30,20:53:06,combo,klogind,19279,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
572,Jun,30,20:53:06,combo,klogind,19279,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
573,Jun,30,20:53:06,combo,klogind,19280,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
574,Jun,30,20:53:06,combo,klogind,19281,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
575,Jun,30,20:53:06,combo,klogind,19282,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
576,Jun,30,20:53:06,combo,klogind,19280,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
577,Jun,30,20:53:06,combo,klogind,19283,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
578,Jun,30,20:53:06,combo,klogind,19281,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
579,Jun,30,20:53:06,combo,klogind,19285,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
580,Jun,30,20:53:06,combo,klogind,19284,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,"['authentication', 'failed', 'from', '163.27.187.39', '(163.27.187.39):', 'software', 'caused', 'connection', 'abort']",E82
581,Jun,30,20:53:06,combo,klogind,19282,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
582,Jun,30,20:53:06,combo,klogind,19283,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
583,Jun,30,20:53:06,combo,klogind,19285,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
584,Jun,30,20:53:06,combo,klogind,19284,Kerberos authentication failed,"['kerberos', 'authentication', 'failed']",E55
585,Jun,30,22:16:32,combo,sshd(pam_unix),19432,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
586,Jun,30,22:16:32,combo,sshd(pam_unix),19431,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
587,Jun,30,22:16:32,combo,sshd(pam_unix),19433,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
588,Jun,30,22:16:32,combo,sshd(pam_unix),19434,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
589,Jun,30,22:16:32,combo,sshd(pam_unix),19435,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
590,Jun,30,22:16:32,combo,sshd(pam_unix),19436,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
591,Jun,30,22:16:32,combo,sshd(pam_unix),19438,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
592,Jun,30,22:16:32,combo,sshd(pam_unix),19437,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
593,Jun,30,22:16:32,combo,sshd(pam_unix),19432,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
594,Jun,30,22:16:32,combo,sshd(pam_unix),19431,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
595,Jun,30,22:16:32,combo,sshd(pam_unix),19439,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
596,Jun,30,22:16:32,combo,sshd(pam_unix),19440,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
597,Jun,30,22:16:32,combo,sshd(pam_unix),19434,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
598,Jun,30,22:16:32,combo,sshd(pam_unix),19435,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
599,Jun,30,22:16:33,combo,sshd(pam_unix),19433,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
600,Jun,30,22:16:33,combo,sshd(pam_unix),19436,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
601,Jun,30,22:16:33,combo,sshd(pam_unix),19437,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
602,Jun,30,22:16:33,combo,sshd(pam_unix),19438,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
603,Jun,30,22:16:33,combo,sshd(pam_unix),19439,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
604,Jun,30,22:16:33,combo,sshd(pam_unix),19440,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
605,Jul,1,00:21:28,combo,sshd(pam_unix),19630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
606,Jul,1,00:21:28,combo,sshd(pam_unix),19628,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
607,Jul,1,00:21:30,combo,sshd(pam_unix),19640,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
608,Jul,1,00:21:30,combo,sshd(pam_unix),19642,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
609,Jul,1,00:21:30,combo,sshd(pam_unix),19632,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
610,Jul,1,00:21:31,combo,sshd(pam_unix),19643,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
611,Jul,1,00:21:31,combo,sshd(pam_unix),19631,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
612,Jul,1,00:21:32,combo,sshd(pam_unix),19636,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
613,Jul,1,00:21:32,combo,sshd(pam_unix),19645,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
614,Jul,1,00:21:35,combo,sshd(pam_unix),19637,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
615,Jul,1,04:05:17,combo,su(pam_unix),20298,session opened for user cyrus by (uid=0),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
616,Jul,1,04:05:18,combo,su(pam_unix),20298,session closed for user cyrus,"['session', 'closed', 'for', 'user', ' <*>']",E27
617,Jul,1,04:05:19,combo,logrotate,,ALERT exited abnormally with [1],"['alert', 'exited', 'abnormally', 'with', '[1]']",E29
618,Jul,1,04:11:35,combo,su(pam_unix),21530,session opened for user news by (uid=0),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
619,Jul,1,04:11:36,combo,su(pam_unix),21530,session closed for user news,"['session', 'closed', 'for', 'user', ' <*>']",E27
620,Jul,1,05:02:26,combo,sshd(pam_unix),21689,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
621,Jul,1,05:02:26,combo,sshd(pam_unix),21689,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
622,Jul,1,05:02:26,combo,sshd(pam_unix),21691,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
623,Jul,1,05:02:26,combo,sshd(pam_unix),21691,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
624,Jul,1,05:02:26,combo,sshd(pam_unix),21692,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
625,Jul,1,05:02:26,combo,sshd(pam_unix),21692,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
626,Jul,1,05:02:27,combo,sshd(pam_unix),21693,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
627,Jul,1,05:02:27,combo,sshd(pam_unix),21693,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
628,Jul,1,07:57:30,combo,ftpd,21952,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
629,Jul,1,07:57:30,combo,ftpd,21951,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
630,Jul,1,07:57:30,combo,ftpd,21957,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
631,Jul,1,07:57:30,combo,ftpd,21953,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
632,Jul,1,07:57:30,combo,ftpd,21954,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
633,Jul,1,07:57:30,combo,ftpd,21955,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
634,Jul,1,07:57:30,combo,ftpd,21950,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
635,Jul,1,07:57:30,combo,ftpd,21956,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
636,Jul,1,07:57:30,combo,ftpd,21958,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
637,Jul,1,07:57:30,combo,ftpd,21945,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
638,Jul,1,07:57:30,combo,ftpd,21959,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
639,Jul,1,07:57:30,combo,ftpd,21940,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
640,Jul,1,07:57:30,combo,ftpd,21941,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
641,Jul,1,07:57:30,combo,ftpd,21946,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
642,Jul,1,07:57:30,combo,ftpd,21937,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
643,Jul,1,07:57:30,combo,ftpd,21943,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
644,Jul,1,07:57:30,combo,ftpd,21944,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
645,Jul,1,07:57:30,combo,ftpd,21948,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
646,Jul,1,07:57:30,combo,ftpd,21947,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
647,Jul,1,07:57:30,combo,ftpd,21942,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
648,Jul,1,07:57:30,combo,ftpd,21938,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
649,Jul,1,07:57:30,combo,ftpd,21949,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
650,Jul,1,07:57:30,combo,ftpd,21939,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005,"['connection', 'from', ' <*>', ' <*>', 'at', ' <*>', ' <*>', ' <*>', ' <*>', '2005']",E50
651,Jul,1,09:14:43,combo,sshd(pam_unix),22099,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
652,Jul,1,09:14:43,combo,sshd(pam_unix),22104,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
653,Jul,1,09:14:43,combo,sshd(pam_unix),22104,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
654,Jul,1,09:14:43,combo,sshd(pam_unix),22106,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
655,Jul,1,09:14:44,combo,sshd(pam_unix),22099,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
656,Jul,1,09:14:44,combo,sshd(pam_unix),22112,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
657,Jul,1,09:14:44,combo,sshd(pam_unix),22106,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
658,Jul,1,09:14:44,combo,sshd(pam_unix),22112,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
659,Jul,1,10:56:41,combo,sshd(pam_unix),22272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
660,Jul,1,10:56:41,combo,sshd(pam_unix),22269,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
661,Jul,1,10:56:41,combo,sshd(pam_unix),22277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
662,Jul,1,10:56:42,combo,sshd(pam_unix),22271,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
663,Jul,1,10:56:42,combo,sshd(pam_unix),22273,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
664,Jul,1,10:56:42,combo,sshd(pam_unix),22270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
665,Jul,1,10:56:43,combo,sshd(pam_unix),22268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
666,Jul,1,10:56:43,combo,sshd(pam_unix),22274,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
667,Jul,1,10:56:44,combo,sshd(pam_unix),22276,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
668,Jul,1,10:56:44,combo,sshd(pam_unix),22275,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,"['authentication', 'failure;', 'logname', 'uid', '0', 'euid', '0', 'tty', 'nodevssh', 'ruser', 'rhost', ' <*>', 'user', 'root']",E19
669,Jul,2,01:41:32,combo,sshd(pam_unix),23533,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
670,Jul,2,01:41:32,combo,sshd(pam_unix),23534,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
671,Jul,2,01:41:32,combo,sshd(pam_unix),23535,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
672,Jul,2,01:41:32,combo,sshd(pam_unix),23536,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
673,Jul,2,01:41:32,combo,sshd(pam_unix),23533,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
674,Jul,2,01:41:32,combo,sshd(pam_unix),23534,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
675,Jul,2,01:41:32,combo,sshd(pam_unix),23535,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
676,Jul,2,01:41:32,combo,sshd(pam_unix),23536,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
677,Jul,2,01:41:33,combo,sshd(pam_unix),23544,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
678,Jul,2,01:41:33,combo,sshd(pam_unix),23544,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
679,Jul,2,01:41:33,combo,sshd(pam_unix),23545,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
680,Jul,2,01:41:33,combo,sshd(pam_unix),23546,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
681,Jul,2,01:41:33,combo,sshd(pam_unix),23547,session opened for user test by (uid=509),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
682,Jul,2,01:41:33,combo,sshd(pam_unix),23545,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
683,Jul,2,01:41:33,combo,sshd(pam_unix),23546,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
684,Jul,2,01:41:33,combo,sshd(pam_unix),23547,session closed for user test,"['session', 'closed', 'for', 'user', ' <*>']",E27
685,Jul,2,04:04:02,combo,su(pam_unix),24117,session opened for user cyrus by (uid=0),"['session', 'opened', 'for', 'user', ' <*>', 'by', '(uid', ' <*>']",E23
