LineId,Date,Time,Pid,Tid,Level,Component,Content,template,template_num
275,03-17,16:13:47.460,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:138, i:0","['state.cliptopamount', ' <*>', 'i', '0']",E148
276,03-17,16:13:47.460,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-487.0","['updateclipping', 'isoverlap', 'true', 'gettoppadding=333.0', ' <*>']",E48
277,03-17,16:13:47.460,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,"['updatedimmedactivatedhidesensitive', 'overlap', 'true']",E25
278,03-17,16:13:47.471,2227,2227,I,StackScrollAlgorithm,"overlapAmount:213.0, previousNotificationEnd:0.0, newYTranslation:-213.0, location:4, i:0, getTopPadding:333.0, getLocationOnScreen():-546","['overlapamount', ' <*>', 'previousnotificationend', '0.0', 'newytranslation', ' <*>', 'location', '4', 'i', '0', 'gettoppadding', '333.0', 'getlocationonscreen', ' <*>']",E169
279,03-17,16:13:47.471,2227,2227,I,StackScrollAlgorithm,"state.clipTopAmount:197, i:0","['state.cliptopamount', ' <*>', 'i', '0']",E148
280,03-17,16:13:47.471,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:true, getTopPadding=333.0, Translation=-546.0","['updateclipping', 'isoverlap', 'true', 'gettoppadding=333.0', ' <*>']",E48
281,03-17,16:13:47.471,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:true,"['updatedimmedactivatedhidesensitive', 'overlap', 'true']",E25
282,03-17,16:13:47.489,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=0, active=0","['updatenotificationshade', ' <*>', ' <*>']",E37
283,03-17,16:13:47.496,2227,2227,I,PhoneStatusBar,removeNotificationChildren,"['282', 'removenotificationchildren', [...], 'E96']",E96
284,03-17,16:13:47.496,2227,2227,I,PanelView,onExpandingFinished,"['283', 'onexpandingfinished', [...], 'E94']",E94
285,03-17,16:13:47.498,2227,2227,I,PhoneStatusBar,"updateNotificationShade: total=0, active=0","['updatenotificationshade', ' <*>', ' <*>']",E37
286,03-17,16:13:47.498,2227,2227,I,PhoneStatusBar,removeNotificationChildren,"['285', 'removenotificationchildren', [...], 'E96']",E96
287,03-17,16:13:47.499,1702,2555,W,ActivityManager,Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,"['sending', 'non-protected', 'broadcast', 'com.android.systemui.statusbar.visible.change', 'from', 'system', '2227', 'com.android.systemui/u0a37', 'pkg', 'com.android.systemui']",E82
288,03-17,16:13:47.499,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","['updateclipping', 'isoverlap', 'false', 'gettoppadding=333.0', ' <*>']",E47
289,03-17,16:13:47.499,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,"['updatedimmedactivatedhidesensitive', 'overlap', 'false']",E24
290,03-17,16:13:47.517,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'flg=0x10804000', 'cmp=com.android.systemui/.recents.recentsactivity', 'bnds=[264', '444][920', '908]', '}']",E12
291,03-17,16:13:47.517,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'act=android.intent.action.main', 'flg=0x10840000', 'cmp=com.android.incallui/.incallactivity', '}']",E83
292,03-17,16:13:47.517,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', ' <*>', ' <*>', '}']",E9
293,03-17,16:13:47.517,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', ' <*>', ' <*>', '}']",E9
294,03-17,16:13:47.518,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'act=com.android.contacts.action.choose', 'sub', 'dat=tel', 'xxxxxxxxxxx', 'flg=0x10808000', 'cmp=com.android.contacts/.choosesubactivity', '}']",E176
295,03-17,16:13:47.518,1702,8671,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'act=android.intent.action.view', 'dat=file', '///storage/emulated/0/tencent/qqfile', 'recv/b.apk', 'typ=application/vnd.android.package-archive', 'flg=0x10800000', 'cmp=com.android.packageinstaller/.packageinstalleractivity', '}']",E170
296,03-17,16:13:47.518,1702,8671,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46","['getrecenttasks', ' <*>', 'flags=62', 'totaltasks=46']",E152
297,03-17,16:13:47.518,1702,8671,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},"['getrecenttasks', ' <*>']",E131
298,03-17,16:13:47.525,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
299,03-17,16:13:47.547,1702,3694,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'flg=0x10804000', 'cmp=com.android.systemui/.recents.recentsactivity', 'bnds=[264', '444][920', '908]', '}']",E12
300,03-17,16:13:47.547,1702,3694,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', 'act=android.intent.action.main', 'flg=0x10840000', 'cmp=com.android.incallui/.incallactivity', '}']",E83
301,03-17,16:13:47.547,1702,3694,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }","['skipping', 'withexcluded', 'false', 'tr.intent', 'intent', '{', ' <*>', ' <*>', '}']",E9
302,03-17,16:13:47.547,1702,3694,D,ActivityManager,"getRecentTasks: num=10,flags=62,totalTasks=46","['getrecenttasks', ' <*>', 'flags=62', 'totaltasks=46']",E152
303,03-17,16:13:47.547,1702,3694,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},"['getrecenttasks', ' <*>']",E131
304,03-17,16:13:47.578,1702,8671,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
305,03-17,16:13:47.578,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
306,03-17,16:13:47.585,1702,27353,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
307,03-17,16:13:47.585,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
308,03-17,16:13:47.590,1702,2113,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =122","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
309,03-17,16:13:47.598,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['308', 'setlightson', [...], 'E95']",E95
310,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
311,03-17,16:13:47.599,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
312,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,cancelAutohide,"['311', 'cancelautohide', [...], 'E86']",E86
313,03-17,16:13:47.600,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","['notifyuivisibilitychanged', ' <*>', ' <*>']",E26
314,03-17,16:13:47.600,2227,2227,D,PhoneStatusBar,makeExpandedInvisible: mExpandedVisible=true,"['makeexpandedinvisible', 'mexpandedvisible=true']",E132
315,03-17,16:13:47.600,2227,2227,I,PanelView,closeQs,"['314', 'closeqs', [...], 'E97']",E97
316,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,"['cancelpeek', 'false']",E125
317,03-17,16:13:47.601,2227,2227,I,PanelView,instantCollapse,"['316', 'instantcollapse', [...], 'E98']",E98
318,03-17,16:13:47.601,2227,2227,I,PanelView,cancelPeek: false,"['cancelpeek', 'false']",E125
319,03-17,16:13:47.601,2227,2227,I,PanelView,closeQs,"['318', 'closeqs', [...], 'E97']",E97
320,03-17,16:13:47.602,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"['319', 'resumesuspendedautohide', [...], 'E88']",E88
321,03-17,16:13:47.603,2227,2227,D,PhoneStatusBar,disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,"['disable', '<', 'expand', 'icons*', 'alerts', 'system', 'info*', 'back', 'home', 'recent', 'clock', 'navigationbar', 'search', 'quick', 'settings', '>']",E166
322,03-17,16:13:47.631,1702,2555,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
323,03-17,16:13:47.631,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
324,03-17,16:13:47.632,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
325,03-17,16:13:47.638,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,"['getrunningappprocesses', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E15
326,03-17,16:13:47.640,1702,3697,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702","['release', ' <*>', 'flg=0x0', ' <*>', 'name=android""', ' <*>', 'uid=1000', 'pid=1702']",E67
327,03-17,16:13:47.641,1702,3697,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
328,03-17,16:13:47.650,1702,17630,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
329,03-17,16:13:47.651,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
330,03-17,16:13:47.681,1702,3694,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
331,03-17,16:13:47.691,1702,1737,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
332,03-17,16:13:47.694,1702,17632,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
333,03-17,16:13:47.695,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
334,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
335,03-17,16:13:47.700,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
336,03-17,16:13:47.707,1702,27357,I,NotificationManager,"cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193","['cancelnotificationwithtag', 'pid', '28601', 'uid', '=', '10111', 'tag', '=', 'null', 'pkg', '=com.tencent.mobileqq', 'id', ' <*>']",E177
337,03-17,16:13:47.707,1702,1702,I,NotificationManager,"cancelNotification,index:-1","['cancelnotification', 'index', ' <*>']",E34
338,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
339,03-17,16:13:47.709,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","['releasing', 'suspend', 'blocker', '""powermanagerservice.wakelocks"".']",E142
340,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","['updateclipping', 'isoverlap', 'false', 'gettoppadding=333.0', ' <*>']",E47
341,03-17,16:13:47.713,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,"['updatedimmedactivatedhidesensitive', 'overlap', 'false']",E24
342,03-17,16:13:47.735,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['341', 'setlightson', [...], 'E95']",E95
343,03-17,16:13:47.736,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
344,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,registerCallback not in UI.,"['registercallback', 'not', 'in', 'ui.']",E149
345,03-17,16:13:47.743,2227,2794,W,KeyguardUpdateMonitor,android.util.AndroidRuntimeException: Must execute in UI,"['android.util.androidruntimeexception', 'must', 'execute', 'in', 'ui']",E53
346,03-17,16:13:47.743,2227,2794,V,KeyguardUpdateMonitor,*** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,"['***', 'unregister', 'callback', 'for', ' <*>']",E55
347,03-17,16:13:47.810,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['346', 'setlightson', [...], 'E95']",E95
348,03-17,16:13:47.811,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
349,03-17,16:13:47.931,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['348', 'setlightson', [...], 'E95']",E95
350,03-17,16:13:47.931,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
351,03-17,16:13:47.943,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['350', 'setlightson', [...], 'E95']",E95
352,03-17,16:13:47.945,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
353,03-17,16:13:48.009,1702,10454,W,ActivityManager,getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output,"['gettasks', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E16
354,03-17,16:13:48.019,2227,2227,V,PhoneStatusBar,setLightsOn(true),"['353', 'setlightson', [...], 'E95']",E95
355,03-17,16:13:48.020,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","['setsystemuivisibility', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', 'fullscreenstackvis=0', 'dockedstackvis=0', 'fullscreenstackbounds=rect', 'dockedstackbounds=rect']",E77
356,03-17,16:13:48.032,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,"['destroying', 'surface', 'surface', 'called', 'by', 'com.android.server.wm.windowstateanimator.destroysurface', '2060', 'com.android.server.wm.windowstateanimator.destroysurfacelocked', '913', 'com.android.server.wm.windowstate.destroyorsavesurface', '2201', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>', ' <*>']",E1
357,03-17,16:13:48.552,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"['hbm', 'brightnessin', '=38']",E29
358,03-17,16:13:48.553,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"['hbm', 'brightnessout', '=38']",E30
359,03-17,16:13:48.553,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","['animating', 'brightness', 'target=38', 'rate=200']",E144
360,03-17,16:13:49.927,1702,2618,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,"['gettasks', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E16
361,03-17,16:13:50.107,23650,23685,V,AudioManager,isMusicActive...,"['360', 'ismusicactive...', [...], 'E99']",E99
362,03-17,16:13:50.662,23650,23689,V,AudioManager,isMusicActive...,"['361', 'ismusicactive...', [...], 'E99']",E99
363,03-17,16:13:50.766,1702,3693,I,ActivityManager,"Start dump, calling from : pid=12782, uid=1000","['start', 'dump', 'calling', 'from', 'pid=12782', 'uid=1000']",E119
364,03-17,16:13:51.865,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"['hbm', 'brightnessin', '=38']",E29
365,03-17,16:13:51.866,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"['hbm', 'brightnessout', '=38']",E30
366,03-17,16:13:51.866,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","['animating', 'brightness', 'target=38', 'rate=200']",E144
367,03-17,16:13:54.046,1702,17633,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"['getrunningappprocesses', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E15
368,03-17,16:13:54.640,1702,8289,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"['getrunningappprocesses', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E15
369,03-17,16:13:54.676,1702,2107,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,"['getrunningappprocesses', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E15
370,03-17,16:13:54.735,1702,2106,D,PowerManagerService,"acquire lock=237091223, flags=0x1, tag=""WiredAccessoryManager"", name=android, ws=null, uid=1000, pid=1702","['acquire', 'lock=237091223', 'flags=0x1', 'tag=""wiredaccessorymanager""', 'name=android', 'ws=null', 'uid=1000', 'pid=1702']",E70
371,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
372,03-17,16:13:54.736,1702,2106,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","['acquiring', 'suspend', 'blocker', '""powermanagerservice.wakelocks"".']",E143
373,03-17,16:13:54.744,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: -2147483632  state: 0,"['setwireddeviceconnectionstate', 'type', ' <*>', 'state', '0']",E59
374,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"acquire lock=86152250, flags=0x1, tag=""handleAudioEvent"", name=android, ws=null, uid=1000, pid=1702","['acquire', 'lock=86152250', 'flags=0x1', 'tag=""handleaudioevent""', 'name=android', 'ws=null', 'uid=1000', 'pid=1702']",E71
375,03-17,16:13:54.745,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
376,03-17,16:13:54.746,1702,1702,V,AudioManager,setWiredDeviceConnectionState  type: 4  state: 0,"['setwireddeviceconnectionstate', 'type', ' <*>', 'state', '0']",E59
377,03-17,16:13:54.746,1702,1702,D,PowerManagerService,"release:lock=237091223, flg=0x0, tag=""WiredAccessoryManager"", name=android"", ws=null, uid=1000, pid=1702","['release', ' <*>', 'flg=0x0', ' <*>', 'name=android""', ' <*>', 'uid=1000', 'pid=1702']",E67
378,03-17,16:13:54.747,1702,1702,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['ready=true', 'policy=3', 'wakefulness=1', ' <*>', 'uasummary=0x1', 'bootcompleted=true', 'boostinprogress=false', 'waitmodeenable=false', 'mode=false', 'manual=38', 'auto=-1', 'adj=0.0userid=0']",E10
379,03-17,16:13:54.754,23650,23689,V,AudioManager,isMusicActive...,"['378', 'ismusicactive...', [...], 'E99']",E99
380,03-17,16:13:54.877,1702,27357,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 12787","['activitymanagerservice', 'attachapplication', 'callingpid', '=', ' <*>']",E60
381,03-17,16:13:55.046,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,"['getrunningappprocesses', 'caller', ' <*>', 'does', 'not', 'hold', 'real', 'get', 'tasks;', 'limiting', 'output']",E15
382,03-17,16:13:55.172,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"['hbm', 'brightnessin', '=38']",E29
383,03-17,16:13:55.173,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"['hbm', 'brightnessout', '=38']",E30
384,03-17,16:13:55.173,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","['animating', 'brightness', 'target=38', 'rate=200']",E144
385,03-17,16:13:55.783,1702,2113,D,PowerManagerService,"acquire lock=219829192, flags=0x1, tag=""AudioMix"", name=audioserver, ws=null, uid=1041, pid=0","['acquire', ' <*>', 'flags=0x1', 'tag=""audiomix""', 'name=audioserver', 'ws=null', 'uid=1041', 'pid=0']",E74
