['0', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['889', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['890', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['892', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['893', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['895', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['899', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['900', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['901', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['902', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['903', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['905', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['912', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['913', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['917', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['920', 'oimagea5.ydstatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['927', 'oimagec4.ydstatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['931', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['937', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['938', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['939', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['940', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['942', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['944', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['945', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['947', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['950', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['951', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['952', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['956', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['959', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['963', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['964', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['965', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['966', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['967', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['969', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['971', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['972', 'proxy.cse.cuhk.edu.hk:5070', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['973', 'www.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['974', 'c.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['975', 'sclick.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['977', 'timg.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['983', 'comment.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['984', 'www.4399.cn:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['985', 'cbjs.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['986', 'ubmcmm.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['987', 'dup.baidustatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['988', 'eclick.baidu.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['989', 'dup.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['990', 'dup.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1000', 'api.share.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1006', 'pubads.g.doubleclick.net:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1007', 'd.agkn.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1014', 'd.agkn.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1017', 'odr.mookie1.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1018', 'static.doubleclick.net:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1019', 'd.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1020', 'fonts.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1021', 'static.doubleclick.net:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1023', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1024', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1025', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1026', 'timg.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1027', 'sclick.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1028', 'sclick.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1029', 'ecmb.bdimg.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1034', 'cpro.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1035', 'ubmcmm.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1036', 'dup.baidustatic.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1041', 'eclick.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1046', 'news.4399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1047', 'app.4399.cn:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1048', 'app.4399.cn:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1049', 'video.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1050', 'video.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1051', 'comment.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1052', 'a.img4399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1053', 'w.cnzz.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1054', 'www.4399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1065', 'client-lb.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1067', 'short.weixin.qq.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1069', 'www.google.com.hk:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1071', 'apis.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1072', 'csi.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1073', 'clients6.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1074', 'block.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1076', 'get.sogou.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1077', 'get.sogou.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1078', 'cidian.youdao.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1083', 'client-cf.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1085', '203.205.146.15:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1088', 'people-pa.clients6.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1089', 'f-log-extension.grammarly.io:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1092', 'd.dropbox.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1095', 'mail-attachment.googleusercontent.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1096', 'ssl.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1099', 'cidian.youdao.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1100', 'dict.youdao.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1101', 'impservice.dictapp.youdao.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1103', 'ogs.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1104', 'ssl.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1105', 'ssl.gstatic.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1108', 'lh3.googleusercontent.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1109', 'www.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1110', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1111', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1112', 't12.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1113', 'www.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1114', 'sestat.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1115', 'sestat.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1116', 'suggestion.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1117', 'd3cv4a9a9wh0bt.cloudfront.net:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1118', 'i9.baidu.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1122', 'news.4399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1126', 'comment.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1127', 'xin.4399.cn:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1128', 'newsapp.5054399.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1141', 'clients2.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1142', 'mtalk.google.com:443', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
['1143', 'qbwup.imtt.qq.com:80', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https', [' <*>', 'open', 'through', 'proxy', 'proxy.cse.cuhk.edu.hk:5070', 'https'], 'E0']
