LineId,Date,Time,Level,Process,Component,Content,template,template_num
638,2015-10-18,"18:04:08,205",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000008 Task Transitioned from SCHEDULED to RUNNING,"[' <*>', 'task', 'transitioned', 'from', 'scheduled', 'to', 'running']",E60
639,2015-10-18,"18:04:08,877",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.106964506,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
640,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4']",E108
641,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,"['got', 'allocated', 'containers', ' <*>']",E46
642,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000011 to attempt_1445144423722_0020_m_000009_0,"['assigned', 'container', ' <*>', 'to', ' <*>']",E8
643,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","['recalculating', 'schedule', 'headroom', ' <*>', ' <*>']",E7
644,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"['reduce', 'slow', 'start', 'threshold', 'not', 'met.', 'completedmapsforreduceslowstart', '1']",E84
645,2015-10-18,"18:04:08,987",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:10 ContRel:0 HostLocal:7 RackLocal:3,"['after', 'scheduling:', ' <*>', ' <*>', ' <*>', ' <*>', 'assignedreds:0', ' <*>', 'completedreds:0', ' <*>', ' <*>', ' <*>', ' <*>']",E105
646,2015-10-18,"18:04:08,987",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,"['resolved', ' <*>', 'to', '/default-rack']",E44
647,2015-10-18,"18:04:08,987",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,"[' <*>', 'taskattempt', 'transitioned', 'from', 'unassigned', 'to', 'assigned']",E58
648,2015-10-18,"18:04:09,096",INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000011 taskAttempt attempt_1445144423722_0020_m_000009_0,"['processing', 'the', 'event', 'eventtype:', 'container_remote_launch', 'for', 'container', ' <*>', 'taskattempt', ' <*>']",E78
649,2015-10-18,"18:04:09,096",INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000009_0,"['launching', ' <*>']",E94
650,2015-10-18,"18:04:09,096",INFO,ContainerLauncher #9,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com:28345,"['opening', 'proxy', ':', ' <*>']",E47
651,2015-10-18,"18:04:09,268",INFO,ContainerLauncher #9,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000009_0 : 13562,"['shuffle', 'port', 'returned', 'by', 'containermanager', 'for', ' <*>', ':', '13562']",E101
652,2015-10-18,"18:04:09,268",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000009_0] using containerId: [container_1445144423722_0020_01_000011 on NM: [MSRA-SA-39.fareast.corp.microsoft.com:28345],"['taskattempt:', ' <*>', 'using', 'containerid:', ' <*>', 'on', 'nm:', ' <*>']",E85
653,2015-10-18,"18:04:09,268",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,"[' <*>', 'taskattempt', 'transitioned', 'from', 'assigned', 'to', 'running']",E59
654,2015-10-18,"18:04:09,268",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_1445144423722_0020_m_000009,"['attempt_start', ' <*>']",E95
655,2015-10-18,"18:04:09,268",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_1445144423722_0020_m_000009 Task Transitioned from SCHEDULED to RUNNING,"[' <*>', 'task', 'transitioned', 'from', 'scheduled', 'to', 'running']",E60
656,2015-10-18,"18:04:09,955",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
657,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4']",E108
658,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,"['got', 'allocated', 'containers', ' <*>']",E46
659,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 172.22.149.145:28345 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true","['cannot', 'assign', 'container', 'container:', '[containerid:', 'container_1445144423722_0020_01_000012', 'nodeid:', 'msra-sa-39.fareast.corp.microsoft.com:28345', 'nodehttpaddress:', 'msra-sa-39.fareast.corp.microsoft.com:8042', 'resource:', '<memory:1024', 'vcores:1>', 'priority:', '20', 'token:', 'token', '{', 'kind:', 'containertoken', 'service:', '172.22.149.145:28345', '}', ']', 'for', 'a', 'map', 'as', 'either', 'container', 'memory', 'less', 'than', 'required', '<memory:1024', 'vcores:1>', 'or', 'no', 'pending', 'map', 'tasks', '-', 'maps.isempty', 'true']",E109
660,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","['recalculating', 'schedule', 'headroom', ' <*>', ' <*>']",E7
661,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"['reduce', 'slow', 'start', 'threshold', 'not', 'met.', 'completedmapsforreduceslowstart', '1']",E84
662,2015-10-18,"18:04:10,002",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,"['after', 'scheduling:', ' <*>', ' <*>', ' <*>', ' <*>', 'assignedreds:0', ' <*>', 'completedreds:0', ' <*>', ' <*>', ' <*>', ' <*>']",E105
663,2015-10-18,"18:04:10,315",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
664,2015-10-18,"18:04:10,424",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
665,2015-10-18,"18:04:10,940",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
666,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=0 release= 1 newContainers=0 finishedContainers=1 resourcelimit=<memory:1024, vCores:-26> knownNMs=4","['getresources()', 'for', 'application_1445144423722_0020:', 'ask', ' <*>', 'release', ' <*>', 'newcontainers', ' <*>', 'finishedcontainers', ' <*>', 'resourcelimit', ' <*>', ' <*>', 'knownnms', '4']",E108
667,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000012,"['received', 'completed', 'container', ' <*>']",E48
668,2015-10-18,"18:04:11,034",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_1445144423722_0020_01_000012,"['container', 'complete', 'event', 'for', 'unknown', 'container', 'id', 'container_1445144423722_0020_01_000012']",E86
669,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:1024, vCores:-26>","['recalculating', 'schedule', 'headroom', ' <*>', ' <*>']",E7
670,2015-10-18,"18:04:11,034",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"['reduce', 'slow', 'start', 'threshold', 'not', 'met.', 'completedmapsforreduceslowstart', '1']",E84
671,2015-10-18,"18:04:11,049",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
672,2015-10-18,"18:04:11,237",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
673,2015-10-18,"18:04:11,612",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),"['auth', 'successful', 'for', 'job_1445144423722_0020', '(auth:simple)']",E11
674,2015-10-18,"18:04:11,643",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000010 asked for a task,"['jvm', 'with', 'id', ':', ' <*>', 'asked', 'for', 'a', 'task']",E102
675,2015-10-18,"18:04:11,643",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000010 given task: attempt_1445144423722_0020_m_000008_0,"['jvm', 'with', 'id:', ' <*>', 'given', 'task:', ' <*>']",E61
676,2015-10-18,"18:04:11,924",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.106964506,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
677,2015-10-18,"18:04:12,065",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>","['recalculating', 'schedule', 'headroom', ' <*>', ' <*>']",E7
678,2015-10-18,"18:04:12,065",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,"['reduce', 'slow', 'start', 'threshold', 'not', 'met.', 'completedmapsforreduceslowstart', '1']",E84
679,2015-10-18,"18:04:12,112",INFO,Socket Reader #1 for port 62270,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),"['auth', 'successful', 'for', 'job_1445144423722_0020', '(auth:simple)']",E11
680,2015-10-18,"18:04:12,143",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000011 asked for a task,"['jvm', 'with', 'id', ':', ' <*>', 'asked', 'for', 'a', 'task']",E102
681,2015-10-18,"18:04:12,143",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000011 given task: attempt_1445144423722_0020_m_000009_0,"['jvm', 'with', 'id:', ' <*>', 'given', 'task:', ' <*>']",E61
682,2015-10-18,"18:04:13,346",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.29115766,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
683,2015-10-18,"18:04:13,596",INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
684,2015-10-18,"18:04:13,674",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.2898827,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
685,2015-10-18,"18:04:13,971",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
686,2015-10-18,"18:04:14,018",INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.19247705,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
687,2015-10-18,"18:04:14,159",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.18529637,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
688,2015-10-18,"18:04:14,159",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.10681946,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
689,2015-10-18,"18:04:14,315",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.667,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
690,2015-10-18,"18:04:15,049",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
691,2015-10-18,"18:04:16,440",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.31981927,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
692,2015-10-18,"18:04:16,768",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.32958937,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
693,2015-10-18,"18:04:17,128",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.19247705,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
694,2015-10-18,"18:04:17,237",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.19242907,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
695,2015-10-18,"18:04:17,237",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.10681946,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
696,2015-10-18,"18:04:17,362",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
697,2015-10-18,"18:04:17,425",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.667,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
698,2015-10-18,"18:04:18,190",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
699,2015-10-18,"18:04:18,987",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
700,2015-10-18,"18:04:19,753",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
701,2015-10-18,"18:04:20,206",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.19247705,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
702,2015-10-18,"18:04:20,206",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.3512319,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
703,2015-10-18,"18:04:20,362",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.19242907,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
704,2015-10-18,"18:04:20,362",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.10681946,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
705,2015-10-18,"18:04:20,394",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
706,2015-10-18,"18:04:20,550",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.667,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
707,2015-10-18,"18:04:20,800",INFO,IPC Server handler 22 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
708,2015-10-18,"18:04:21,237",INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
709,2015-10-18,"18:04:22,019",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
710,2015-10-18,"18:04:22,784",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
711,2015-10-18,"18:04:23,269",INFO,IPC Server handler 15 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.19247705,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
712,2015-10-18,"18:04:23,409",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.19242907,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
713,2015-10-18,"18:04:23,409",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.1337379,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
714,2015-10-18,"18:04:23,581",INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6854124,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
715,2015-10-18,"18:04:23,706",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
716,2015-10-18,"18:04:23,972",INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
717,2015-10-18,"18:04:24,238",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.29998285,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
718,2015-10-18,"18:04:24,284",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.19266446,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
719,2015-10-18,"18:04:25,034",INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.106881365,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
720,2015-10-18,"18:04:25,785",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.295472,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
721,2015-10-18,"18:04:26,300",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.27813601,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
722,2015-10-18,"18:04:26,488",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.25258622,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
723,2015-10-18,"18:04:26,488",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.19255035,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
724,2015-10-18,"18:04:26,660",INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.7198902,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
725,2015-10-18,"18:04:27,160",INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.36319977,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
726,2015-10-18,"18:04:27,269",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.36317363,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
727,2015-10-18,"18:04:27,316",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.27613032,"['progress', 'of', 'taskattempt', ' <*>', 'is', ':', ' <*>']",E62
