LineId,Time,Level,Content,template,template_num
298,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
299,Sun Dec 04 06:41:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
300,Sun Dec 04 06:41:07 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
301,Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
302,Sun Dec 04 06:41:08 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
303,Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32549 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
304,Sun Dec 04 06:41:29 2005,notice,jk2_init() Found child 32550 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
305,Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
306,Sun Dec 04 06:41:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
307,Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
308,Sun Dec 04 06:41:46 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
309,Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32551 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
310,Sun Dec 04 06:42:11 2005,notice,jk2_init() Found child 32552 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
311,Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
312,Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32554 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
313,Sun Dec 04 06:42:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
314,Sun Dec 04 06:42:23 2005,notice,jk2_init() Found child 32553 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
315,Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
316,Sun Dec 04 06:42:30 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
317,Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
318,Sun Dec 04 06:42:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
319,Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
320,Sun Dec 04 06:42:58 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
321,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32556 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
322,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32555 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
323,Sun Dec 04 06:43:20 2005,notice,jk2_init() Found child 32557 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
324,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
325,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
326,Sun Dec 04 06:43:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
327,Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
328,Sun Dec 04 06:43:40 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
329,Sun Dec 04 06:43:56 2005,notice,jk2_init() Found child 32558 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
330,Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32560 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
331,Sun Dec 04 06:44:18 2005,notice,jk2_init() Found child 32561 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
332,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32563 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
333,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32564 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
334,Sun Dec 04 06:44:39 2005,notice,jk2_init() Found child 32565 in scoreboard slot 11,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
335,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32575 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
336,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32576 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
337,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32569 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
338,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32572 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
339,Sun Dec 04 06:45:32 2005,notice,jk2_init() Found child 32577 in scoreboard slot 11,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
340,Sun Dec 04 06:45:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
341,Sun Dec 04 06:45:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
342,Sun Dec 04 06:45:57 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
343,Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32578 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
344,Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32580 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
345,Sun Dec 04 06:46:12 2005,notice,jk2_init() Found child 32581 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
346,Sun Dec 04 06:46:13 2005,notice,jk2_init() Found child 32579 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
347,Sun Dec 04 06:46:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
348,Sun Dec 04 06:46:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
349,Sun Dec 04 06:46:31 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
350,Sun Dec 04 06:46:31 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
351,Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32582 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
352,Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32584 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
353,Sun Dec 04 06:46:32 2005,notice,jk2_init() Found child 32583 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
354,Sun Dec 04 06:46:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
355,Sun Dec 04 06:46:33 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
356,Sun Dec 04 06:46:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
357,Sun Dec 04 06:46:34 2005,error,mod_jk child workerEnv in error state 10,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
358,Sun Dec 04 06:46:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
359,Sun Dec 04 06:46:34 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
360,Sun Dec 04 06:47:19 2005,notice,jk2_init() Found child 32585 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
361,Sun Dec 04 06:47:30 2005,notice,jk2_init() Found child 32587 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
362,Sun Dec 04 06:47:30 2005,notice,jk2_init() Found child 32586 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
363,Sun Dec 04 06:47:34 2005,notice,jk2_init() Found child 32588 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
364,Sun Dec 04 06:47:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
365,Sun Dec 04 06:47:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
366,Sun Dec 04 06:47:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
367,Sun Dec 04 06:47:43 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
368,Sun Dec 04 06:48:09 2005,notice,jk2_init() Found child 32592 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
369,Sun Dec 04 06:48:09 2005,notice,jk2_init() Found child 32591 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
370,Sun Dec 04 06:48:22 2005,notice,jk2_init() Found child 32594 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
371,Sun Dec 04 06:48:22 2005,notice,jk2_init() Found child 32593 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
372,Sun Dec 04 06:48:48 2005,notice,jk2_init() Found child 32597 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
373,Sun Dec 04 06:49:06 2005,notice,jk2_init() Found child 32600 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
374,Sun Dec 04 06:49:06 2005,notice,jk2_init() Found child 32601 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
375,Sun Dec 04 06:49:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
376,Sun Dec 04 06:49:24 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
377,Sun Dec 04 06:49:40 2005,notice,jk2_init() Found child 32605 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
378,Sun Dec 04 06:49:40 2005,notice,jk2_init() Found child 32604 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
379,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32622 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
380,Sun Dec 04 06:51:14 2005,notice,jk2_init() Found child 32623 in scoreboard slot 11,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
381,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32624 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
382,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32621 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
383,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
384,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 7,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
385,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
386,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
387,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
388,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
389,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
390,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
391,Sun Dec 04 06:51:25 2005,notice,jk2_init() Found child 32626 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
392,Sun Dec 04 06:51:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
393,Sun Dec 04 06:51:26 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
394,Sun Dec 04 06:52:07 2005,notice,jk2_init() Found child 32627 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
395,Sun Dec 04 06:52:08 2005,notice,jk2_init() Found child 32628 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
396,Sun Dec 04 06:52:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
397,Sun Dec 04 06:52:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
398,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
399,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
400,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32630 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
401,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32629 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
402,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
403,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
404,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
405,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
406,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32633 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
407,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32634 in scoreboard slot 11,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
408,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32632 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
409,Sun Dec 04 06:53:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
410,Sun Dec 04 06:53:26 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
411,Sun Dec 04 06:53:38 2005,notice,jk2_init() Found child 32636 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
412,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32637 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
413,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32638 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
414,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32640 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
415,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32641 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
416,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32642 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
417,Sun Dec 04 06:54:35 2005,notice,jk2_init() Found child 32646 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
418,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32648 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
419,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32652 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
420,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32649 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
421,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32651 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
422,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32650 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
423,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
424,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
425,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
426,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
427,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
428,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
429,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
430,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32658 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
431,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32659 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
432,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
433,Sun Dec 04 06:56:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
434,Sun Dec 04 06:56:17 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
435,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
436,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32664 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
437,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32670 in scoreboard slot 6,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
438,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
439,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32668 in scoreboard slot 10,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
440,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32669 in scoreboard slot 8,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
441,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,"['jk2_init()', 'found', 'child', ' <*>', 'in', 'scoreboard', 'slot', ' <*>']",E3
442,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
443,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
444,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
445,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
446,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
447,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
448,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
449,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
450,Sun Dec 04 06:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,"['workerenv.init()', 'ok', '/etc/httpd/conf/workers2.properties']",E0
451,Sun Dec 04 06:57:24 2005,error,mod_jk child workerEnv in error state 9,"['mod_jk', 'child', 'workerenv', 'in', 'error', 'state', ' <*>']",E1
